dataset,Baseline_balanced_accuracy,Baseline_f1_macro,Baseline_g_mean,RandomOverSampler_balanced_accuracy,RandomOverSampler_f1_macro,RandomOverSampler_g_mean,SMOTE_balanced_accuracy,SMOTE_f1_macro,SMOTE_g_mean,BorderlineSMOTE_balanced_accuracy,BorderlineSMOTE_f1_macro,BorderlineSMOTE_g_mean,SVMSMOTE_balanced_accuracy,SVMSMOTE_f1_macro,SVMSMOTE_g_mean,ADASYN_balanced_accuracy,ADASYN_f1_macro,ADASYN_g_mean,KMeansSMOTE_balanced_accuracy,KMeansSMOTE_f1_macro,KMeansSMOTE_g_mean,SMOTEENN_balanced_accuracy,SMOTEENN_f1_macro,SMOTEENN_g_mean,SMOTETomek_balanced_accuracy,SMOTETomek_f1_macro,SMOTETomek_g_mean,RandomUnderSampler_balanced_accuracy,RandomUnderSampler_f1_macro,RandomUnderSampler_g_mean,TomekLinks_balanced_accuracy,TomekLinks_f1_macro,TomekLinks_g_mean,ENN_balanced_accuracy,ENN_f1_macro,ENN_g_mean,NCR_balanced_accuracy,NCR_f1_macro,NCR_g_mean
rand_0137_moons_c3_f3,0.757971180674999,0.5786654738108318,0.7135882816082751,0.6129935404961204,0.5133386531470355,0.5831831532954105,0.7550491151626343,0.5855509204220527,0.7355001202798732,0.7276057791537668,0.5577782081691364,0.6994849417508507,0.7242766502312424,0.5695536653878377,0.679687786950411,0.7416007338607958,0.5544590778406774,0.7275782415485891,0.6263071895424837,0.49549976889995995,0.22931632853408815,0.7565760807246876,0.5590142348982587,0.7438321936410824,0.7494859152237893,0.5768583931829775,0.727676483440019,0.3333333333333333,0.06155451225873761,0.0,0.7566372357910026,0.581041359637584,0.70475963078423,0.6745289148797919,0.48263226270661336,0.3419935660252145,0.6998356457592783,0.5448782152019768,0.5455420742995261
rand_0141_s_curve_c4_f5,0.969,0.9690507729334569,0.9689344435470728,0.969,0.9690507729334569,0.9689344435470728,0.969,0.9690507729334569,0.9689344435470728,0.969,0.9690507729334569,0.9689344435470728,0.969,0.9690507729334569,0.9689344435470728,0.969,0.9690507729334569,0.9689344435470728,0.969,0.9690507729334569,0.9689344435470728,0.967,0.9671590185512513,0.9669690747426017,0.9699999999999999,0.9700697832343504,0.9699663366106296,0.9673333333333334,0.9673995056911716,0.9672770352555404,0.9700000000000001,0.970050178979232,0.969960519968858,0.967,0.9670094486098417,0.9668626247687685,0.9673333333333334,0.9673711051436583,0.9672451207089879
rand_0143_swiss_roll_c3_f20,0.9667084790606514,0.9665948557799129,0.966465306335775,0.966055842639514,0.9659350201024935,0.9658118262374255,0.9654003198600973,0.9652786913108219,0.9651553534395209,0.9657328787039073,0.965602175868498,0.96546876468955,0.9654003198600973,0.9652740762675444,0.9651529458630838,,,,0.9663835983752395,0.9662515321685333,0.9661143512523149,0.9618352577690835,0.9616197462305461,0.9613608470967817,0.9650725528660025,0.964960432424187,0.9648230817000784,0.9657319146998199,0.9656040124282073,0.9654640610983886,0.9660635095395423,0.9659124295011706,0.9657628925693036,0.9608587103206044,0.9606206466253839,0.9603833623483826,0.9611730208353565,0.960967971270989,0.960769271702515
rand_0144_moons_swiss_roll_c3_f500,0.9935735873884505,0.9930386122751867,0.9935718036446485,0.9936332582904539,0.9932751616071243,0.9936315736463923,0.9917696173534335,0.9915916605326053,0.9917673830527196,0.9916530691985074,0.9906491482778196,0.9916471844427166,0.9938793220866655,0.9918640604298471,0.9938579720295787,0.9909914773214864,0.9899307610762925,0.9909882509911601,0.9911088037925255,0.990870166428253,0.9911057154675055,0.9901516093757868,0.9889718341696611,0.9901446853757472,0.9915305029085818,0.9911142842618972,0.9915278624484323,0.9896154191165536,0.9873424797827196,0.9895791893230514,0.9918328602206311,0.9908857710743427,0.9918287916457275,0.9903329153513557,0.9887435044747406,0.9903229334414795,0.990033004209112,0.9885078919125441,0.9900194805236323
rand_0154_s_curve_moons_c4_f200,0.5636639873021178,0.46755431763074284,0.5602365072453888,0.5052392355489085,0.4260731008687031,0.4806663107532492,0.5440128649955632,0.45228966505413437,0.5367635663698463,0.5436759756709738,0.4494925257427181,0.5347682487017932,0.5045694668574153,0.4218031928321577,0.46181923455884605,0.5342208506268115,0.44184201966623277,0.5189742362057421,0.48230101552316906,0.40057354387975574,0.39600846181766697,0.5252486942848651,0.43666276188645603,0.5132376627875564,0.5250472674602062,0.44031107024486654,0.513650203341141,0.5606032251582855,0.44337230211958456,0.5450910514573793,0.5350755488261134,0.4415056716647034,0.5119637598259902,0.5448356082725605,0.38204178243051673,0.0,0.5401359423856754,0.3915358131402707,0.12477749476141854
rand_0156_s_curve_c3_f3,0.9584853912208172,0.9584249156096978,0.9582236728443266,0.9579848907203167,0.9579341196936215,0.9577255434982895,0.9574843902198161,0.9574290153729219,0.9572171973082199,0.9574843902198164,0.9574373831389785,0.957233541984929,0.9579848907203168,0.9579431194694346,0.9577429194529367,,,,0.9569861341161788,0.9569387121673151,0.956728135934148,0.9534714086283592,0.9531507586667273,0.9527144123899681,0.9574843902198161,0.9574631139091757,0.9572643053850376,0.9564833892188153,0.9563958149972814,0.956165851015451,0.9574843902198161,0.9574974905668806,0.9573150932203008,0.954975154526724,0.9549541336976497,0.9545747886929746,0.9564789004250888,0.9565068641637481,0.956242760000701
rand_0162_moons_c10_f5,0.998200389529285,0.9981255053666076,0.9982001796219918,0.9982502296092018,0.9981258036828686,0.9982500756526543,0.9982502296092018,0.9981258036828686,0.9982500756526543,0.9982501246826204,0.9980014577470557,0.9982496097247244,0.9982500646706133,0.9980015685175315,0.9982495793841649,0.9979501246586157,0.9976270418351119,0.9979493087906327,0.9974496845305548,0.9970055978405381,0.9974469927189399,0.9974504193943495,0.9973758570960146,0.9974503858854185,0.9982502296092018,0.9981258036828686,0.9982500756526543,0.9981004095252858,0.9980006015791846,0.9981002146615515,0.998200389529285,0.9981255053666076,0.9982001796219918,0.9977502095651914,0.9975016922595787,0.9977498598176924,0.9981502496052027,0.9980009367918149,0.9981499905239467
rand_0167_moons_circles_c5_f500,0.5664363881836202,0.5009567798890355,0.5114487516841103,0.5477559871358681,0.4890755049039559,0.48996810175636923,0.5579832019697085,0.49301439558981136,0.5062177035732819,0.5597079301355593,0.48618325450172195,0.5132365516087886,0.5632769962290837,0.4952742893659359,0.5142043807972152,0.5564735357885713,0.4840008697871849,0.5090092281752335,0.4734242169086868,0.4648758288600119,0.3754617073755922,0.555162235847887,0.48623594287234684,0.5055164262470386,0.5448212133344931,0.48401672920003974,0.4920693748674371,0.5149424976232062,0.441147558272415,0.4774286672913144,0.5517117616418243,0.4905339527436973,0.49492241117772523,0.5199904777159549,0.3840068207327745,0.0,0.5354886688359384,0.46177646647397835,0.4136416513433068
rand_0179_s_curve_swiss_roll_moons_c10_f500,0.7613086983100872,0.643749020532375,0.7597404845059123,0.7519578984487293,0.6535316923948856,0.7500627197389457,0.7557817517258681,0.6552178289197409,0.753773934290736,0.7483243207664572,0.6547386836297499,0.7460082496091734,0.7581820500518166,0.6603820537337618,0.7564621437329485,0.7541855541910731,0.6484517877726229,0.7520955078365915,0.5199502959038251,0.5348519581903491,0.4390186472939934,0.7570511794438372,0.6412180705764525,0.7551932688216413,0.753442272895566,0.6546174436411634,0.7513313585098729,0.7094912229855642,0.3968212393447419,0.693010990622161,0.7474657523842513,0.6465111872516021,0.7456595381584726,0.5545983779974946,0.5720770950435551,0.5153882947235171,0.6995883862782689,0.6621762702034317,0.6924651957750442
rand_0186_circles_c4_f100,0.5592485218379497,0.4338948902734956,0.5559946717658021,0.5097914745902161,0.4160819547317754,0.5092111242091507,0.5199368614558834,0.4210903919894471,0.5172274961199568,0.5199157920233383,0.4252158141375906,0.5174641762787284,0.53821922587936,0.43677196904915744,0.5362879686109783,,,,0.5040751396235897,0.430076222097777,0.4942944548160952,0.5175254940099538,0.4107661873943289,0.5158806771992998,0.5244407050635989,0.4242560465350896,0.5225505224896624,0.5332917835005819,0.4160596047510336,0.5239702815228234,0.5748259913700614,0.4373353484281968,0.5679853803809837,0.5023315613897208,0.3749090431559909,0.44997333515187005,0.5081865142584472,0.3865513059826365,0.46386588484000263
rand_0195_s_curve_swiss_roll_c3_f2,0.7265255796398694,0.5460536983843474,0.709059796773066,0.6701389520555083,0.5415044076989078,0.66818802999718,0.6832578549655732,0.5481702648144057,0.6810043695221694,0.6653552526942831,0.5415040136376637,0.6614802287639256,0.6339793132646032,0.5349420465320183,0.6310289517426902,0.6765431889217477,0.540121513442585,0.6740505735846315,0.5615349355531233,0.5091080992888775,0.5393805805858746,0.7001352116244955,0.5420499735689247,0.6930948588127235,0.6878541362469527,0.5455397140967119,0.6846212195608453,0.7099978601929887,0.5398749192576866,0.6791862629562347,0.7361548465903445,0.5496260443139023,0.7164665688395133,0.6997494128828955,0.5299970995417415,0.6600101798006109,0.7255466602448278,0.5456203393787827,0.7025481970945789
rand_0202_moons_c5_f10,0.6004002930281939,0.5096247839045756,0.19219944282324694,0.5242524604614565,0.4750968203860091,0.14401102574505695,0.48861857633025085,0.449842364576873,0.14214305773924205,0.5202960838257816,0.4762222453156155,0.12359131097613722,0.5160521784440618,0.4732763222225774,0.1236427988520691,0.5492636070602828,0.4883137431155524,0.1627777109948744,0.5349595292690559,0.505637509322672,0.2876650151085201,0.5168362450034597,0.46363380876127064,0.16288378547778906,0.5352877158938032,0.47531822303851273,0.16325764366004886,0.20000000000000004,0.001593538280410184,0.0,0.5508394567541528,0.43699040849196874,0.0,0.5761660181571807,0.41713253924806687,0.0,0.5804452633792266,0.4323733448127968,0.0
rand_0205_moons_circles_c4_f20,0.9451400805567473,0.9164314400293664,0.9448619364714114,0.9474817078983747,0.9162187406644069,0.947317974606302,0.9469037489870823,0.9220624256404797,0.9465900447145984,0.9511058677725344,0.9199396340289915,0.9509312052111571,0.9495760641593974,0.9151268924973884,0.9494655820848155,0.9495760641593977,0.9150804933786728,0.9494617851490958,0.9500452833786168,0.9204068307620602,0.9498404243501523,0.9458014562181228,0.9184868152782903,0.945507154326206,0.9469037489870823,0.9220624256404797,0.9465900447145984,0.9329180370847037,0.872875146857036,0.9328080676571547,0.9414891081557748,0.9123946644005508,0.9411287996199631,0.9432110682110681,0.9140415144153181,0.9429076839631124,0.9436519853186519,0.9155025659900922,0.9433450736930983
rand_0226_gaussian_quantiles_swiss_roll_circles_moons_c7_f20,0.3491790346770076,0.32433349974954967,0.29745142156049353,0.35501721221157584,0.3322771847907728,0.3046426771442378,0.3591705882693328,0.3192897757676835,0.32615092438152476,0.3314450735340884,0.32017906866619406,0.26331185218363723,0.33091103068127614,0.31616029789055894,0.1715448108207284,0.3434903551425708,0.3058213286057192,0.31431046070827556,0.30520522272339423,0.31061826308706575,0.2077708944402489,0.3740542602511909,0.2895879201891061,0.36211027106762445,0.3533905210954988,0.3131120902547158,0.3236742741687772,0.3242168128126582,0.26718981930186153,0.3030404321451828,0.313782671635611,0.29978373630101224,0.241965685939192,0.2910232821822089,0.21594129597604914,0.0,0.3174000250691903,0.2910437134978437,0.11367870660499357
