dataset_name,group,gen_base_type,gen_imbalance_ratio,gen_n_classes,gen_n_features,gen_n_samples_test,gen_n_samples_train,gen_noise,gen_noise_scale,gen_noise_type,gen_outlier_frac,gen_overlap,gen_spatial_distortion,gen_subsampled_to,CV,HDB,HDB_mean_f1,HDB_std_f1,IR,attr_ent.mean,attr_ent.sd,c2,can_cor.mean,can_cor.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,eq_num_attr,f1.mean,f1.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,joint_ent.mean,joint_ent.sd,lh_trace,lsc,mut_inf.mean,mut_inf.sd,n1,n2.mean,n2.sd,n3.mean,n3.sd,nr_attr,nr_class,nr_inst,pIR_cv,p_trace,roy_root,sd_ratio,t1,w_lambda,cluster,dist_to_centroid,is_representative
openml_40668_connect-4,real_openml_multiclass,real_openml,6.8961,3,42,13512,54045,0.0,0.0,,0.0,0.0,False,1998,0.7136716776031751,0.2035633687518709,0.0215578275135262,0.0043883839916251,6.896297732118628,0.6662320405826726,0.5598825614762083,0.3647837350250702,0.2082337058738824,0.0670126135427009,1.2174401128147587,0.0843620574454249,0.100726643272131,0.085174390868934,0.1029891453338776,1.0359222626414413,0.918073897547556,193.4015323972504,0.9980046488968124,0.0023724921597373,,,0.99643126887198,0.0016583121846156,0.9906679126681078,0.003777328818121,1.8773772699095683,0.5537440054289349,0.0964683090405111,0.9990443396349302,0.0062948834878625,0.0089774691573887,0.5620620620620621,0.4764227991275966,0.1241802578344761,0.4149149149149149,0.492830691925862,42.0,3.0,1998.0,0.4971069985312749,0.0912132428977645,0.0699088732647058,,0.6631631631631631,0.9104772768904044,33,0.0,True
openml_40670_dna,real_openml_multiclass,real_openml,2.1621,3,180,638,2548,0.0,0.0,,0.0,0.0,False,2548,0.3943483055274502,0.2412457528147258,2.310376096126558,0.5573684205951989,2.161764705882353,0.8055242544808325,0.0653964250740052,0.1242980502181073,0.8480722078419398,0.0301090502369802,1.4797016542904289,0.0322657190035419,0.0414554847841829,0.0322783871303592,0.0414717609855118,1.0003926187671814,0.7050567391765604,68.52065691762033,0.9745506542055996,0.0589789772255859,0.3333333333333333,0.5773502691896258,0.9016780513858436,0.0851497402576,0.8967800922021701,0.0897151769871947,2.2636309369648844,0.0750219107989008,5.25509606784192,0.9984269066882882,0.0215949718063768,0.0510641764533145,,,,,,180.0,3.0,2548.0,0.3078347314065436,1.4393594943339778,3.094856426697605,,,0.0772754075788259,15,0.6046973935621143,False
openml_40672_fars,real_openml_multiclass,real_openml,4679.5556,8,29,20194,80774,0.0,0.0,,0.0,0.0,False,1998,1.0466506123392536,3.2899967587418515,9.02672267192258,29.69788833268688,4813.285714285715,1.069441127908818,0.8711404614094906,0.1861578284764962,0.3259209735007882,0.2943299699787021,2.1857890874938266,0.0854008734170268,0.1565520791072942,0.0860354751644328,0.1612404988710382,0.9968598557706108,0.984334807507319,16.847796068284683,0.9309677863741468,0.1119365858594578,,,0.279979172618403,0.3316249743206685,0.1337118210712133,0.310845203173169,3.125492825501037,0.8556106710472342,2.5355915920480503,0.9970368266164062,0.1297373899016079,0.2248292585935639,0.4809809809809809,,,0.3413413413413413,0.4742784125611611,29.0,8.0,1998.0,2.403958930540425,1.2633521541398929,1.2597141324774963,,0.586086086086086,0.1753957648584381,140,0.0,True
openml_40677_led24,real_openml_multiclass,real_openml,1.1385,10,24,640,2560,0.0,0.0,,0.0,0.0,False,2560,0.0418534226124339,0.1572626560743266,3.936189161100797,0.6190155622856871,1.139240506329114,0.9652142729588608,0.0765893163414702,0.0002157332396802,0.5207869478089382,0.3080813721712666,3.3206551902120984,0.0269949960493361,0.0513548823376635,0.027005545090387,0.051374950677772,1.0003907776475167,0.283934726229394,28.016073350294945,0.8385879723371552,0.2564311703686794,1.0,0.0,1.0,0.0,1.0,0.0,4.167342675041418,0.2404643605628999,9.0100680043887,0.9993830871582032,0.1185267881295413,0.193377588892479,,,,,,24.0,10.0,2560.0,0.0355524974500304,3.2002844601047915,3.824038483991352,1.0447519845143325,,0.0068765189369797,90,0.0,True
openml_40678_led7,real_openml_multiclass,real_openml,1.263,10,7,640,2560,0.0,0.0,,0.0,0.0,False,2560,0.0628408673505944,0.149787530277722,3.9129564417820086,0.5861120814988302,1.2638888888888888,0.878062263898409,0.1068779709608775,0.0004827630762348,0.6529848858755077,0.1972159259858523,3.318990003522703,0.1856754534414465,0.1028570237948925,0.1857480112583441,0.1028972180206801,1.0003907776475216,0.558660763774385,8.136322394896032,0.4419458815784285,0.0810801102280259,1.0,0.0,1.0,0.0,1.0,0.0,3.789129640657364,0.0245018245614487,9.033789614842188,0.9998495483398436,0.4079226267637486,0.0986934583817834,,,,,,7.0,10.0,2560.0,0.066802449494675,3.2180895570476906,3.816673379970026,,,0.0067263611352501,56,0.0,True
openml_40682_thyroid-new,real_openml_multiclass,real_openml,5.0,3,5,43,172,0.0,0.0,,0.0,0.0,False,172,0.7734087975960878,0.5132703095300563,6.000294880857543,3.079773210769363,5.0,2.3111954575311096,0.0107188858399329,0.4370001083775875,0.7671010939238274,0.1760813581827771,1.1851490029117324,0.4161863736983338,0.1561679733567537,0.4186202121410141,0.1570812363588399,1.005847953216374,0.9936044115929822,2.589115012756913,0.5145837660558671,0.134087876242107,0.0003966792935118,0.0003824334958388,0.1321321321321321,0.1186946196634935,0.0,0.0,3.038601564869511,0.2034686277558894,4.580633257614348,0.7615603028664143,0.4577428955733315,0.2119106928308876,0.1104651162790697,0.2619724864476815,0.1125923838694398,0.0523255813953488,0.2233329375152536,5.0,3.0,172.0,0.4777194975592747,1.2078928212977569,3.877272016581379,2.448007707129436,0.127906976744186,0.1203694458714453,60,0.0,True
openml_40685_shuttle,real_openml_multiclass,real_openml,4558.6,7,9,11600,46400,0.0,0.0,,0.0,0.0,False,2000,1.8738837613253072,4.035032687046143,64.56307809928931,260.5141305069453,4558.625,2.928782622978245,0.7335117316421365,0.7014268518964814,0.3110932183404286,0.3669552406263082,0.972366554869076,0.1947482463539104,0.2756936652174638,0.2083881903300539,0.287185414710551,1.1860558407089217,1.36674483050833,3.531345757102772,0.7084649922826561,0.2636517139844621,5.34852854527478e-10,1.8657792448923424e-09,0.0103692176345828,0.0462193573764937,0.0,0.0,3.625796204292322,0.6606680024240321,7.59103291258107,0.8179295,0.2753529735549985,0.2283009348917608,0.018,0.0525470739903686,0.0905557692318532,0.007,0.0833935083721707,9.0,7.0,2000.0,2.088755559216656,1.2539546860999926,7.053673352470415,,0.0265,0.0793733489640956,17,2.756095116946746e-15,True
openml_40686_solar-flare,real_openml_multiclass,real_openml,4.1905,5,12,63,252,0.0,0.0,,0.0,0.0,False,252,0.3568340816883547,0.7717776050487208,4.549718598823448,3.5113709238455826,4.117647058823529,0.6970069169957097,0.5662763904128412,0.0357375250788722,0.5319163747747058,0.3052198632687325,2.210782353002245,0.1552766806266268,0.1117506157388837,0.1558953128203585,0.1121958373155327,1.0039840637450206,0.6636311803086616,11.760054239058135,0.8248870687462664,0.1966742284679991,,,0.2649894371663258,0.4268888902489976,0.2418122852842516,0.392291904602052,2.719798440358779,0.3323299803485146,3.814313556752909,0.9805209120685312,0.1879908296391758,0.3045169158914497,0.7103174603174603,,,0.3174603174603174,0.4664145455488072,12.0,5.0,252.0,0.544705666340396,1.4112176138152124,2.373292317354455,,0.3293650793650793,0.111590702243468,51,1.6752399959888644,False
openml_40691_wine-quality-red,real_openml_multiclass,real_openml,68.1,6,11,320,1279,0.0,0.0,,0.0,0.0,False,1279,1.0694395764213451,0.7310652160201354,1.3058878947413093,0.9546892158671352,68.125,3.3043768757395253,0.023060107217419,0.2498989777344112,0.2457814711353357,0.2227295154869449,1.7101198592052465,0.2020777836540022,0.1878661644433175,0.2022359039855001,0.1880131645719902,1.000782472613459,0.9119548399097394,17.116831213174923,0.9327116123044942,0.0823467422531208,0.0212473618691446,0.0384355460613312,0.6125084804440432,0.2997813861858052,0.3030040429543822,0.3760595546604183,4.914588063888358,0.0753009346853953,0.7487328130107239,0.9976709227852828,0.0999086710564136,0.0645335346892942,0.6301798279906177,0.3680688523562009,0.2349442847229352,0.3682564503518373,0.4825201284929455,11.0,6.0,1279.0,1.1508105086258236,0.5004764060434462,0.6264517660857332,,0.7599687255668491,0.5460139072170609,31,1.3491366656978931,False
openml_40700_cars1,real_openml_multiclass,real_openml,3.6029,3,7,79,313,0.0,0.0,,0.0,0.0,False,313,0.6222572744352484,0.6321997462883829,1.3183321807754,0.8334492702100185,3.6296296296296298,2.405499882127076,0.4112728563846671,0.2976567575356827,0.4794855935635183,0.3386837770070268,1.3257514675591269,0.6324889594055548,0.2334869104913144,0.6345161676087783,0.2342352659736583,1.0032051282051289,1.7843905871576586,5.07661561849199,0.7416582064680731,0.1546704534592491,0.0533537948441711,0.072999076265325,0.5740594220594221,0.2286504139815729,0.3958702878702879,0.1309418247215945,3.470102669701457,0.4612685758550149,1.131169211333733,0.9171268462472824,0.2611486799847458,0.1536300737895026,0.3929712460063898,0.346277392794485,0.2037060701081494,0.255591054313099,0.4368913922677659,7.0,3.0,313.0,0.4022243982421409,0.5745195696776644,1.070048669032328,,0.4408945686900958,0.4552549971309749,44,0.5619265982442507,False
openml_40707_allbp,real_openml_multiclass,real_openml,257.7857,3,29,755,3017,0.0,0.0,,0.0,0.0,False,1998,1.3235339914781814,0.9909261034296908,6.318735128843261,6.261399579828957,262.45454545454544,0.9504654157653109,1.324186551023519,0.9334812213532266,0.3482730544248963,0.3020474661316151,0.2712907509546948,,,0.0773833120584038,0.1450415583216102,0.962806954779096,0.930447514945838,25.09498272848111,,,,,0.1924894664880852,0.3244222483790143,0.1264021429767286,0.2189349338212795,1.2109456093313051,1.3087936372421989,0.4797792483817339,0.957962466971476,0.0108105573887005,0.0212714680071354,0.0645645645645645,0.2292184447571024,0.1291488070005727,0.0365365365365365,0.1876679122395273,29.0,3.0,1998.0,1.165427642437989,0.3338209126734228,0.4613017550361348,,0.1066066066066066,0.6719062143994875,127,0.0,True
openml_40708_allrep,real_openml_multiclass,real_openml,107.2941,4,29,755,3017,0.0,0.0,,0.0,0.0,False,1997,1.6562867120242533,0.5354125215249226,6.201708414307986,3.320472339866968,108.07407407407408,0.9468250029586498,1.324831758383759,0.956611783549236,0.302461594594321,0.1881887872155765,0.2511614039620954,,,0.0768178559251477,0.14154381734908,0.9582531265763324,0.9128938183915414,20.40333484530881,,,,,0.2270312983256749,0.2773545263161514,0.0130838385555366,0.0227415276952487,1.1856765857142455,1.3120687581142445,0.4355664115589836,0.8564887892680282,0.0123098212064996,0.0243765485174255,0.0495743615423134,0.1796186504321325,0.1260067548464842,0.0330495743615423,0.1788108236863862,29.0,4.0,1997.0,1.0018502041903987,0.3452790878809572,0.3327537206666818,,0.0766149223835753,0.6795266281825527,37,0.0,True
openml_40711_cleveland-nominal,real_openml_multiclass,real_openml,12.6154,5,7,61,242,0.0,0.0,,0.0,0.0,False,242,0.8818805309969359,0.9066939687957198,0.514683496992159,0.4666604225614805,13.1,1.0366678818378146,0.2944723894199268,0.270071802189065,0.2912127606870718,0.2626212826439426,1.8432431048504907,0.1448058220816279,0.1295946058901367,0.1454066761151619,0.1301323428440379,1.0041493775933623,0.5107816440572936,14.96996319534345,0.8575441047977741,0.0957814609225196,0.7444444444444445,0.1892154040658488,0.9787123022143206,0.0253285026994672,0.9769579162494082,0.025645972197486,2.756781552046552,0.2504606514521928,0.9519221635107776,0.981404958677686,0.1231294346417531,0.0852131461571055,0.5950413223140496,,,0.5289256198347108,0.5001971423015396,7.0,5.0,242.0,0.8328753022180443,0.5461293022405919,0.8676662726268708,,0.2231404958677686,0.4928355473102596,137,1.2984294972353263,True
openml_40966_MiceProtein,real_openml_multiclass,real_openml,1.4286,8,77,216,864,0.0,0.0,,0.0,0.0,False,864,0.0962250448649376,0.5983625726872343,4.004048315065595,2.395872650966635,1.4285714285714286,3.1500258172639546,0.0766931206779962,0.0014866204162535,0.8528965345818748,0.0907972602410746,2.993026787316555,0.2604495309214324,0.1975791689564479,0.2607513264381432,0.1978081135322955,1.0011587485515645,2.87178632977815,9.192650342145424,0.7926582449145352,0.1384024581162455,1.814067166118653e-13,6.867238441552163e-13,0.2500651777523875,0.3130598341675624,0.0,0.0,5.817463500685797,0.2080461088163479,62.78039809238544,0.989070269633059,0.3255891038947129,0.2017807551615794,0.0925925925925925,0.2908752259834476,0.0613721708069218,0.0034722222222222,0.0588572455801391,77.0,8.0,864.0,0.1175992233062495,5.14149234571611,45.42600545714836,,0.412037037037037,1.0906801381295372e-05,48,0.05598514781325282,True
openml_40975_car,real_openml_multiclass,real_openml,18.6154,4,6,346,1382,0.0,0.0,,0.0,0.0,False,1382,1.0825055912446406,0.7746541433056934,0.8636358279118682,0.6690190723991715,18.615384615384617,1.79193894075254,0.2270908284705796,0.5069562793245246,0.2284483751404341,0.2248814901324503,1.205103129912393,0.0095032726783674,0.0077403549873999,0.0095101541212916,0.0077459598787738,1.0007241129616236,0.029642159120893,10.517585338143691,0.9574221421522348,0.0562258264785585,0.1111111111111111,0.1956312984628779,0.5436546427116093,0.1592191462560657,0.21024352386595,0.2394393887716822,2.8824622416292804,0.2999341128073906,0.3167325559662849,0.9929117598396584,0.1145798290356528,0.1034064629456004,0.2698986975397974,0.3983489984926278,0.0993752043554683,0.1685962373371924,0.3745304341789997,6.0,4.0,1382.0,0.7955011554733668,0.2577093495212963,0.2684373361945327,,0.447178002894356,0.7520470187790951,4,0.29374502621634063,True
openml_40982_steel-plates-fault,real_openml_multiclass,real_openml,12.2364,7,27,389,1552,0.0,0.0,,0.0,0.0,False,1552,0.7443151048377402,3.0424368536663824,10.680188819790796,32.49380006944718,12.227272727272728,3.081937638433922,0.8090315957919932,0.1086587036925381,0.5632883611994121,0.2077750104318268,2.411248759162973,0.2738740731100771,0.2480539604554968,0.2740506521385176,0.2482138920869966,1.0006447453255998,1.9200354046579504,5.789038196762869,0.7230466704240794,0.157508269728367,,,0.506170594712029,0.301482594747042,0.0983631405619225,0.1938942256392883,5.076666644710948,0.7831542305996368,5.3582955145349445,0.988564389812945,0.4165197528859461,0.1693506860931875,0.4271907216494845,0.3921312290853247,0.1606027229918628,0.2744845360824742,0.4463979972039693,27.0,7.0,1552.0,0.736863840690087,2.119614941976044,3.219168448557601,,0.5818298969072165,0.0441738785436161,41,5.23691153334427e-16,True
openml_40997_jungle_chess_2pcs_endgame,real_openml_multiclass,real_openml,17.4,3,46,941,3763,0.0,0.0,,0.0,0.0,False,1998,0.6540843913862174,0.9219646007611207,2.152801704710187,1.984806964200988,17.396551724137932,1.5858761015851994,1.1910320040721618,0.2318010699283094,0.6770879900817218,0.3545633588947621,1.158513135687612,,,0.1481405201434555,0.2100471716125835,0.9392810199214078,1.760797599159826,11.524142257548206,,,,,0.7265182387233665,0.1616671579922174,0.527039269761868,0.2303132187816239,2.643860008303186,1.1736184573150017,6.406963335761893,0.9382072262452644,0.1005292289696264,0.1104795029582446,0.019019019019019,0.1741138091591528,0.0828213520425774,0.004004004004004,0.0631662009099017,46.0,3.0,1998.0,0.6391689450586611,1.0426114680965477,6.184776269670907,,0.0965965965965966,0.1138804219391409,103,1.6890743366814693,True
openml_41000_jungle_chess_2pcs_endgame,real_openml_multiclass,real_openml,12.7949,3,46,941,3763,0.0,0.0,,0.0,0.0,False,1998,0.6317171557056939,0.1762810887326348,1.32876877515987,0.2342368063591116,12.794871794871796,1.6146550836369309,1.2298135424811465,0.2197349352131202,0.596306967646554,0.3364169688719128,1.1981474407875834,,,0.1499223857966845,0.2287208085619879,0.9157680803355516,1.8761795764469784,15.968945727669055,,,,,0.6339897081277498,0.2673996709043837,0.3105427974947808,0.5378759031855334,2.73777268455778,1.2106513958590115,2.435498650819087,0.9684349013678344,0.0750298398667345,0.0790498207900592,0.024024024024024,0.2019416059143139,0.085889977462022,0.0025025025025025,0.0499748934837465,46.0,3.0,1998.0,0.6119282031417377,0.8243403762726224,2.2880939282705794,,0.1571571571571571,0.2650569228581036,103,1.6890743366814693,False
openml_41001_jungle_chess_2pcs_endgame,real_openml_multiclass,real_openml,5.32,3,46,8964,35855,0.0,0.0,,0.0,0.0,False,1999,0.5250460116302443,0.2534801489294083,1.7792776696584116,0.4510115686917847,5.319780853517877,1.685026910994401,1.1667632484798718,0.1682993989122323,0.6255120994383722,0.2960747266532602,1.3486789806468669,0.1456059886201544,0.2040039948313421,0.1455146245622254,0.2031040085314503,1.023082630519468,1.7001086298685448,13.842982746091872,0.9031765682026982,0.1144460261759929,,,0.8038718968497531,0.1184813723797464,0.7804193631608864,0.132878969500353,2.936278985505188,1.146222218174993,2.5098509997631324,0.9740991055808044,0.0974269061360799,0.0973920040368836,0.2116058029014507,0.3191184528135808,0.1481768088545454,0.129064532266133,0.3353552422076401,46.0,3.0,1999.0,0.4682415764170886,0.8701910168504028,2.300389829489144,,0.3491745872936468,0.2505202462806282,122,0.0,True
openml_41002_jungle_chess_2pcs_endgame,real_openml_multiclass,real_openml,1.9544,3,46,1176,4704,0.0,0.0,,0.0,0.0,False,1998,0.2663486027030684,0.9326525845616952,6.897644090165287,6.433105588079358,1.955140186915888,1.6566425319981544,1.1869231494771275,0.0526586674891872,0.7907685785323577,0.1900398758916884,1.533065996101731,,,0.1631176916035332,0.2254926033276205,0.9613173361759018,1.8985611201446244,9.409043839628891,,,,,0.919789985250078,0.0201393740985174,0.8510190197199664,0.0363556785707397,3.026773162696997,1.1546311195416334,6.696484824884173,0.9691445699954208,0.1629353654028885,0.1598266937610971,0.0375375375375375,0.2144825188456787,0.0925085179309706,0.0095095095095095,0.0970762347471753,46.0,3.0,1998.0,0.1669304818040923,1.286745044017099,5.939485076349125,,0.1531531531531531,0.0820164664626319,116,0.7408238842710219,False
openml_41003_jungle_chess_2pcs_endgame,real_openml_multiclass,real_openml,3.7785,3,46,1176,4704,0.0,0.0,,0.0,0.0,False,1998,0.4542485051283674,0.0736424501840002,1.6800953426571497,0.123726337576,3.775080906148868,1.6567053920099262,1.1866023479224963,0.1327504170108613,0.6989897671838652,0.2171380184782668,1.4167731096342515,,,0.1608561963041526,0.2239472160601453,0.9575410714297672,1.8810053142786327,13.132045203426298,,,,,0.8241466372367912,0.0919654976353875,0.7151903791089742,0.0428201850960689,2.965591794913638,1.1560006686313506,3.083929955344103,0.9769529289048808,0.1078867067305403,0.0977438689193,0.1046046046046046,0.2519196503525714,0.1219660399398227,0.034034034034034,0.1813620167359048,46.0,3.0,1998.0,0.3802692456409783,1.024322308324176,2.660410587787888,,0.2642642642642642,0.1919140704624019,35,0.0,True
openml_41004_jungle_chess_2pcs_endgame,real_openml_multiclass,real_openml,1.7097,3,46,941,3763,0.0,0.0,,0.0,0.0,False,1998,0.235767559738724,0.5272171681663974,7.081332998049574,3.7334003300749616,1.709146968139774,1.5872100807573208,1.1934011002728608,0.0434646853946268,0.890395663594464,0.0660910218163044,1.5461838780342188,,,0.1489298178092603,0.2085913173241212,0.96817004627677,1.7561462963127246,8.282458687643945,,,,,0.7102768464613266,0.1735064628148978,0.4541931127616475,0.4061750051825903,2.946712209283888,1.1408128440059326,9.680318743593975,0.9670754337921506,0.1866817495076514,0.1753459190022895,0.0465465465465465,0.2048493073231943,0.0953763074322341,0.012012012012012,0.1089663542355572,46.0,3.0,1998.0,0.1559457385464685,1.589976898660375,7.210915427911047,,0.1421421421421421,0.0351037596096853,116,0.7408238842710217,True
openml_41006_jungle_chess_2pcs_endgame,real_openml_multiclass,real_openml,8.1,3,46,1176,4704,0.0,0.0,,0.0,0.0,False,1998,0.5861141720205569,0.8873321440462195,2.2738686857070536,2.017676776167999,8.098684210526315,1.6245341427000657,1.145595153133978,0.1970820439087053,0.7021269327254986,0.3067866923761782,1.2711105098990758,0.1588300742279624,0.2018367994730528,0.1590503934399228,0.2025161613146611,0.9946056433368304,1.7468486439511792,12.063789466927217,0.8935100059889937,0.1263431662962339,,,0.8160184323948722,0.0809728556947256,0.6480482614593371,0.1472311031528649,2.790278878985153,1.131404994568389,5.745697633697701,0.9638868097326556,0.1053657736139888,0.1047683444087545,0.071071071071071,0.2223253637550136,0.1160641832419419,0.0315315315315315,0.1747929793647604,46.0,3.0,1998.0,0.5524574512450765,1.0800825339361495,5.437798335959848,,0.1601601601601601,0.1187649595385371,101,0.0,True
openml_41027_jungle_chess_2pcs_raw_end,real_openml_multiclass,real_openml,5.32,3,6,8964,35855,0.0,0.0,,0.0,0.0,False,1999,0.5250460116302443,0.2917346137359813,0.6491400394351715,0.1893766186651794,5.319780853517877,2.6995363677584208,0.4326540129287133,0.1682993989122323,0.4334941569406429,0.1648578613698196,1.3486789806468669,0.0213950041791014,0.015600723919348,0.0211872265008743,0.015384010210862,0.9897621756047652,0.0652384785821395,17.113864937608017,0.9328721650315484,0.0882440610502944,1.0,0.0,1.0,0.0,1.0,0.0,3.969409129847192,0.382018123233813,0.5454956867153576,0.9966944452716604,0.0788062185580956,0.0688406546345067,0.4062031015507754,0.4059711837641245,0.1559977751018963,0.2706353176588294,0.4443991867797433,6.0,3.0,1999.0,0.4682415764170886,0.4030124826587883,0.4338416156491417,,0.5167583791895948,0.6273778131605964,32,1.3978910655270143,False
openml_41082_USPS,real_openml_multiclass,real_openml,2.1935,10,256,1860,7438,0.0,0.0,,0.0,0.0,False,1995,0.2752138734869086,0.6062122872611335,5.9252166801370585,3.5919391561837064,2.1943462897526502,3.375432588619609,0.3557683586082598,0.009687186263341,0.8175492833273453,0.1152275733525693,3.2730602497673558,0.2083032517149472,0.1906251772775133,0.2095521652994092,0.1921520949838011,1.008028733853485,4.54918669100008,5.471349306626017,0.6513487612078452,0.1436376715638936,2.283286799929795e-17,1.5111238632922278e-16,0.3239134309842661,0.2421825985623541,0.0,0.0,6.050274726850282,0.4101243935159885,32.36539439244491,0.9814556441228384,0.5982181115366829,0.1672895719444334,,,,,,256.0,10.0,1995.0,0.2540961065514176,6.121700625307278,11.747443032180152,,,7.325317782676335e-06,11,2.4899434092257478,False
openml_41166_volkert,real_openml_multiclass,real_openml,9.4093,10,180,11662,46648,0.0,0.0,,0.0,0.0,False,1996,0.6979686337470398,0.8843169913639259,1.3581587149980203,1.2010428286417452,9.40771349862259,2.488182747652444,1.4457322806506148,0.0594723402672215,0.4781729294877503,0.1902316825079992,2.958868963003276,,,0.1337444631186448,0.2032907054880018,0.8322998133346539,3.29079210773666,13.580527041208954,,,,,0.722196554268983,0.1966897225633053,0.0,0.0,5.229175853995308,1.3148848408482705,5.551013109945253,0.9971568889281568,0.2178758566604108,0.1666165885668556,,,,,,180.0,10.0,1996.0,0.6719523259271717,2.3473488986926667,3.3836117577472016,,,0.0365139665498193,75,1.2211442509784634,False
openml_41168_jannis,real_openml_multiclass,real_openml,22.8346,4,54,16747,66986,0.0,0.0,,0.0,0.0,False,1998,0.6670449606453042,0.7151023704008102,0.4149992764808987,0.2967669663261118,22.827407407407406,3.56535468009069,0.1043431801141049,0.1723585150567665,0.3772216606367376,0.2385046429417218,1.5984999942142126,0.065718964877271,0.1455704441872534,0.0680798348623446,0.1536297537660838,1.016776341652647,1.2363595230295437,29.88613618361684,0.9596574154496268,0.0655629646088291,1.0833297476479023e-05,2.467979267174839e-05,0.8128647679551534,0.1903055142169505,0.3330466457121059,0.3744476854159446,5.110368335877171,0.1193724998658052,0.8393937467576594,0.9980478476474473,0.0534863384277318,0.058899646618679,0.6001001001001001,0.4968127210359372,0.0310075644162369,0.4794794794794795,0.4997037974210973,54.0,4.0,1998.0,0.90443184432327,0.5406574731701306,0.6981794411022332,,0.998998998998999,0.5144090088661156,21,2.2059136313008403,False
openml_41440_okcupid-stem,real_openml_multiclass,real_openml,7.4457,3,19,10158,40631,0.0,0.0,,0.0,0.0,False,1999,0.8189352580961072,0.5626665965015791,0.7664971687867469,0.4312823531893353,7.444956477214542,1.9778303465799336,1.0173998945171436,0.4750269264818875,0.3537899851733908,0.0867708403327158,1.123273664976186,0.0489678059264289,0.0632724014304448,0.0488108651809456,0.0636254378270482,0.9957930481221494,0.3500612037922165,50.36122738403055,0.9827187307642908,0.0316921271745784,0.3730954513553361,0.142584798143104,0.9697150593049532,0.0209560565557738,0.9528098940793176,0.0304798929345914,3.078799676985188,1.0052190055176726,0.3017495630049525,0.9979929934952468,0.0223043345709317,0.0320781546491185,0.5352676338169085,0.4824520571440133,0.0828301535831763,0.3946973486743371,0.4889078920153047,19.0,3.0,1999.0,0.5179309892000499,0.2578638859500218,0.2082349372653777,,0.8294147073536768,0.7568747452158112,55,0.8869718268709194,False
openml_41671_microaggregation2,real_openml_multiclass,real_openml,15.0229,5,20,4000,16000,0.0,0.0,,0.0,0.0,False,1998,0.948299197082598,0.4823790181688414,0.1051447497254872,0.050719621138189,15.033670033670033,2.3258171663224574,1.312136208521231,0.3022136072135956,0.2212532125032761,0.1071971123518112,1.7513523230563257,0.1802904310779257,0.2375875849912153,0.1766375012707982,0.2307354078796807,0.9963718599449946,1.299909898152471,48.379912512384855,0.9822050250500854,0.0090834162320759,0.0054832457721596,0.0062099615345881,0.9545184893474696,0.0220575763458619,0.7896863806084895,0.0578764260828395,4.040969499918115,1.2998243892506682,0.2521118915551288,0.9985588691794898,0.036199989460667,0.0198836962713763,0.6741741741741741,0.5120462966608251,0.1655913425338704,0.52002002002002,0.4997241097629943,20.0,5.0,1998.0,0.819347293469404,0.2302855988617801,0.1210241034598788,,0.7767767767767768,0.7859753827792699,71,1.6706270424211533,False
openml_41701_CPMP-2015-classification,real_openml_multiclass,real_openml,2.6667,4,25,106,421,0.0,0.0,,0.0,0.0,False,421,0.4101705184551965,0.7600556402872514,0.7842470006873695,0.5960713562507951,2.677419354838709,1.991646965402337,0.8203558134745453,0.0741168465377928,0.4735283773281745,0.1758227220935738,1.8792394563936263,,,0.2584710873617648,0.2648167732559603,0.922190476190476,1.86937659315221,9.835892337651975,,,,,0.7680657113592781,0.1037982057868727,0.418638395318848,0.1007232575056454,3.679827045393493,0.7938482017347684,1.1314389481626692,0.993844539356018,0.1910593764024707,0.1084498782271974,0.6888361045130641,0.5119184442855574,0.1215705592592523,0.5439429928741093,0.4986578525254637,25.0,4.0,421.0,0.299529524204599,0.7345146316139503,0.7695995690982036,,0.838479809976247,0.406838551564417,107,1.216121880358778,True
openml_41703_MIP-2016-classification,real_openml_multiclass,real_openml,84.0,5,146,44,174,0.0,0.0,,0.0,0.0,False,174,0.750302708982418,2.131318374156131,3.4700915775004475,7.3958699391311375,63.0,1.3922339508675292,0.9676674495518794,0.1524692273598989,0.6860336558835265,0.2557432923014882,1.804507628694553,,,0.0486588935855573,0.1329521008113943,0.7440019003879962,1.7669973423648606,27.57319459957901,,,,,0.3530881699784427,0.3795932351422882,0.0,0.0,3.131297308236259,0.9240096712656224,6.299934037153936,0.98880301228696,0.0654442713258225,0.0496967377845399,,,,,,146.0,5.0,174.0,1.2275759865950044,2.0787826026912803,2.7523660388729474,,,0.0332153696735231,95,0.040373796848751836,True
