sampler,model,n_train_before,n_train_after,ir_before,ir_after,n3_before,n3_after,f1_fisher_mean_before,f1_fisher_mean_after,f1_fisher_max_before,f1_fisher_max_after,f1_fisher_min_before,f1_fisher_min_after,f2_overlap_mean_before,f2_overlap_mean_after,f2_overlap_max_before,f2_overlap_max_after,f2_overlap_min_before,f2_overlap_min_after,status,error,balanced_accuracy,f1_macro,gmean_macro,auc_roc_ovr_macro,group,dataset_id,dataset_name,dataset_type,ir_level,overlap_level,cluster_level,flip_y,n_features,noise_correlation,noise_distribution
NoSampler,LogisticRegression,2400.0,2400.0,4.054054054054054,4.054054054054054,0.39708333333333334,0.39708333333333334,0.021550328170404955,0.021550328170404955,0.1590377525510882,0.1590377525510882,0.0001939334534089162,0.0001939334534089162,0.833559520978963,0.833559520978963,0.8869136595817989,0.8869136595817989,0.7649818255110955,0.7649818255110955,ok,,0.32226691386732864,0.2602150537634409,0.5000347077685158,0.5996251698815844,baseline,269,linear__medium_ir__high_overlap__medium_clusters__flip0.05__f10,linear,medium_ir,high_overlap,medium_clusters,0.05,10,,N/A
NoSampler,RandomForest,2400.0,2400.0,4.054054054054054,4.054054054054054,0.39708333333333334,0.39708333333333334,0.021550328170404955,0.021550328170404955,0.1590377525510882,0.1590377525510882,0.0001939334534089162,0.0001939334534089162,0.833559520978963,0.833559520978963,0.8869136595817989,0.8869136595817989,0.7649818255110955,0.7649818255110955,ok,,0.5832268178663795,0.5952894891421925,0.7170643056204957,0.860838179518544,baseline,269,linear__medium_ir__high_overlap__medium_clusters__flip0.05__f10,linear,medium_ir,high_overlap,medium_clusters,0.05,10,,N/A
distance_SMOTE,LogisticRegression,2400.0,2845.0,4.054054054054054,4.054054054054054,0.39708333333333334,0.28857644991212655,0.021550328170404955,0.0194338681143749,0.1590377525510882,0.13961792719262156,0.0001939334534089162,0.00032820029123613624,0.833559520978963,0.833559520978963,0.8869136595817989,0.8869136595817989,0.7649818255110955,0.7649818255110955,ok,,0.3222994822562631,0.30783129222200006,0.4995446904301171,0.5983879311267144,smote_variants,269,linear__medium_ir__high_overlap__medium_clusters__flip0.05__f10,linear,medium_ir,high_overlap,medium_clusters,0.05,10,,N/A
distance_SMOTE,RandomForest,2400.0,2845.0,4.054054054054054,4.054054054054054,0.39708333333333334,0.28857644991212655,0.021550328170404955,0.0194338681143749,0.1590377525510882,0.13961792719262156,0.0001939334534089162,0.00032820029123613624,0.833559520978963,0.833559520978963,0.8869136595817989,0.8869136595817989,0.7649818255110955,0.7649818255110955,ok,,0.5894969987217087,0.5960634174501073,0.7219551847539573,0.853997030328524,smote_variants,269,linear__medium_ir__high_overlap__medium_clusters__flip0.05__f10,linear,medium_ir,high_overlap,medium_clusters,0.05,10,,N/A
cluster_SMOTE,LogisticRegression,2400.0,2845.0,4.054054054054054,4.054054054054054,0.39708333333333334,0.28154657293497365,0.021550328170404955,0.019947057396033828,0.1590377525510882,0.1458172316455526,0.0001939334534089162,0.0005002624688500187,0.833559520978963,0.833559520978963,0.8869136595817989,0.8869136595817989,0.7649818255110955,0.7649818255110955,ok,,0.33736511952598736,0.31860577061377043,0.5137563784666721,0.6040602458591097,smote_variants,269,linear__medium_ir__high_overlap__medium_clusters__flip0.05__f10,linear,medium_ir,high_overlap,medium_clusters,0.05,10,,N/A
cluster_SMOTE,RandomForest,2400.0,2845.0,4.054054054054054,4.054054054054054,0.39708333333333334,0.28154657293497365,0.021550328170404955,0.019947057396033828,0.1590377525510882,0.1458172316455526,0.0001939334534089162,0.0005002624688500187,0.833559520978963,0.833559520978963,0.8869136595817989,0.8869136595817989,0.7649818255110955,0.7649818255110955,ok,,0.6040088693271873,0.6087492036525801,0.7323588173684505,0.8559584955497522,smote_variants,269,linear__medium_ir__high_overlap__medium_clusters__flip0.05__f10,linear,medium_ir,high_overlap,medium_clusters,0.05,10,,N/A
CBSO,LogisticRegression,2400.0,2845.0,4.054054054054054,4.054054054054054,0.39708333333333334,0.34727592267135327,0.021550328170404955,0.02101233107700473,0.1590377525510882,0.15558663101487707,0.0001939334534089162,0.00045164209640992457,0.833559520978963,0.833559520978963,0.8869136595817989,0.8869136595817989,0.7649818255110955,0.7649818255110955,ok,,0.3433984916153567,0.32317168745400643,0.5190024676330711,0.6019467883806171,smote_variants,269,linear__medium_ir__high_overlap__medium_clusters__flip0.05__f10,linear,medium_ir,high_overlap,medium_clusters,0.05,10,,N/A
CBSO,RandomForest,2400.0,2845.0,4.054054054054054,4.054054054054054,0.39708333333333334,0.34727592267135327,0.021550328170404955,0.02101233107700473,0.1590377525510882,0.15558663101487707,0.0001939334534089162,0.00045164209640992457,0.833559520978963,0.833559520978963,0.8869136595817989,0.8869136595817989,0.7649818255110955,0.7649818255110955,ok,,0.5841953604525054,0.5841135779190325,0.7170282395243309,0.8517725833276838,smote_variants,269,linear__medium_ir__high_overlap__medium_clusters__flip0.05__f10,linear,medium_ir,high_overlap,medium_clusters,0.05,10,,N/A
AHC,LogisticRegression,2400.0,2259.0,4.054054054054054,1.1514285714285715,0.39708333333333334,0.10624169986719788,0.021550328170404955,0.0009409012206477573,0.1590377525510882,0.0050749006518420545,0.0001939334534089162,6.472025363164466e-05,0.833559520978963,0.8246106845451348,0.8869136595817989,0.9249942391545521,0.7649818255110955,0.6531954081555172,ok,,0.25834739254148514,0.18000973058444322,0.4417166917122966,,smote_variants,269,linear__medium_ir__high_overlap__medium_clusters__flip0.05__f10,linear,medium_ir,high_overlap,medium_clusters,0.05,10,,N/A
AHC,RandomForest,2400.0,2259.0,4.054054054054054,1.1514285714285715,0.39708333333333334,0.10624169986719788,0.021550328170404955,0.0009409012206477573,0.1590377525510882,0.0050749006518420545,0.0001939334534089162,6.472025363164466e-05,0.833559520978963,0.8246106845451348,0.8869136595817989,0.9249942391545521,0.7649818255110955,0.6531954081555172,ok,,0.4002278850754161,0.32521675311913023,0.5744484453379805,,smote_variants,269,linear__medium_ir__high_overlap__medium_clusters__flip0.05__f10,linear,medium_ir,high_overlap,medium_clusters,0.05,10,,N/A
DBSMOTE,LogisticRegression,2400.0,2845.0,4.054054054054054,4.054054054054054,0.39708333333333334,0.33462214411247804,0.021550328170404955,0.02861475877439023,0.1590377525510882,0.16998963968267902,0.0001939334534089162,0.003405297779418317,0.833559520978963,0.833559520978963,0.8869136595817989,0.8869136595817989,0.7649818255110955,0.7649818255110955,ok,,0.3099244829586165,0.29370553221793444,0.48733312065247425,0.5820339422834915,smote_variants,269,linear__medium_ir__high_overlap__medium_clusters__flip0.05__f10,linear,medium_ir,high_overlap,medium_clusters,0.05,10,,N/A
DBSMOTE,RandomForest,2400.0,2845.0,4.054054054054054,4.054054054054054,0.39708333333333334,0.33462214411247804,0.021550328170404955,0.02861475877439023,0.1590377525510882,0.16998963968267902,0.0001939334534089162,0.003405297779418317,0.833559520978963,0.833559520978963,0.8869136595817989,0.8869136595817989,0.7649818255110955,0.7649818255110955,ok,,0.5710271700083829,0.5792342262824681,0.707948220132518,0.8605911819501546,smote_variants,269,linear__medium_ir__high_overlap__medium_clusters__flip0.05__f10,linear,medium_ir,high_overlap,medium_clusters,0.05,10,,N/A
