sampler,model,n_train_before,n_train_after,ir_before,ir_after,n3_before,n3_after,f1_fisher_mean_before,f1_fisher_mean_after,f1_fisher_max_before,f1_fisher_max_after,f1_fisher_min_before,f1_fisher_min_after,f2_overlap_mean_before,f2_overlap_mean_after,f2_overlap_max_before,f2_overlap_max_after,f2_overlap_min_before,f2_overlap_min_after,status,error,balanced_accuracy,f1_macro,gmean_macro,auc_roc_ovr_macro,group,dataset_id,dataset_name,dataset_type,ir_level,overlap_level,cluster_level,flip_y,n_features,noise_correlation,noise_distribution
NoSampler,LogisticRegression,2280.0,2280.0,2.1666666666666665,2.1666666666666665,0.5482456140350878,0.5482456140350878,0.0866042340719793,0.0866042340719793,0.47673101951348146,0.47673101951348146,0.0005480188118969947,0.0005480188118969947,0.832178428370125,0.832178428370125,0.9226882063678038,0.9226882063678038,0.5370003476403796,0.5370003476403796,ok,,0.4731074481074481,0.46686394130214354,0.61584904325435,0.7553246680813213,baseline,729,nonlinear__low_ir__high_overlap__flip0.0__f10__corr0.7__distgaussian,nonlinear,low_ir,high_overlap,nonlinear,0.0,10,0.7,gaussian
NoSampler,RandomForest,2280.0,2280.0,2.1666666666666665,2.1666666666666665,0.5482456140350878,0.5482456140350878,0.0866042340719793,0.0866042340719793,0.47673101951348146,0.47673101951348146,0.0005480188118969947,0.0005480188118969947,0.832178428370125,0.832178428370125,0.9226882063678038,0.9226882063678038,0.5370003476403796,0.5370003476403796,ok,,0.6610958485958486,0.672420028391832,0.7655763598542521,0.8996658995611617,baseline,729,nonlinear__low_ir__high_overlap__flip0.0__f10__corr0.7__distgaussian,nonlinear,low_ir,high_overlap,nonlinear,0.0,10,0.7,gaussian
distance_SMOTE,LogisticRegression,2280.0,2340.0,2.1666666666666665,2.1666666666666665,0.5482456140350878,0.5170940170940171,0.0866042340719793,0.08653532975281383,0.47673101951348146,0.47980956182772566,0.0005480188118969947,0.0005544068234506823,0.832178428370125,0.832178428370125,0.9226882063678038,0.9226882063678038,0.5370003476403796,0.5370003476403796,ok,,0.4927655677655678,0.4852615761233065,0.6324478825132827,0.7545466369129676,smote_variants,729,nonlinear__low_ir__high_overlap__flip0.0__f10__corr0.7__distgaussian,nonlinear,low_ir,high_overlap,nonlinear,0.0,10,0.7,gaussian
distance_SMOTE,RandomForest,2280.0,2340.0,2.1666666666666665,2.1666666666666665,0.5482456140350878,0.5170940170940171,0.0866042340719793,0.08653532975281383,0.47673101951348146,0.47980956182772566,0.0005480188118969947,0.0005544068234506823,0.832178428370125,0.832178428370125,0.9226882063678038,0.9226882063678038,0.5370003476403796,0.5370003476403796,ok,,0.6586996336996337,0.6718951274148979,0.7636518036780297,0.8986772702581171,smote_variants,729,nonlinear__low_ir__high_overlap__flip0.0__f10__corr0.7__distgaussian,nonlinear,low_ir,high_overlap,nonlinear,0.0,10,0.7,gaussian
cluster_SMOTE,LogisticRegression,2280.0,2340.0,2.1666666666666665,2.1666666666666665,0.5482456140350878,0.5175213675213676,0.0866042340719793,0.08575601231260714,0.47673101951348146,0.4737832173203071,0.0005480188118969947,0.0005677873838724295,0.832178428370125,0.832178428370125,0.9226882063678038,0.9226882063678038,0.5370003476403796,0.5370003476403796,ok,,0.49244505494505497,0.4859212293933404,0.6321822481869411,0.7574126810167132,smote_variants,729,nonlinear__low_ir__high_overlap__flip0.0__f10__corr0.7__distgaussian,nonlinear,low_ir,high_overlap,nonlinear,0.0,10,0.7,gaussian
cluster_SMOTE,RandomForest,2280.0,2340.0,2.1666666666666665,2.1666666666666665,0.5482456140350878,0.5175213675213676,0.0866042340719793,0.08575601231260714,0.47673101951348146,0.4737832173203071,0.0005480188118969947,0.0005677873838724295,0.832178428370125,0.832178428370125,0.9226882063678038,0.9226882063678038,0.5370003476403796,0.5370003476403796,ok,,0.6525641025641026,0.6658899390826436,0.7599558939790614,0.901267064476742,smote_variants,729,nonlinear__low_ir__high_overlap__flip0.0__f10__corr0.7__distgaussian,nonlinear,low_ir,high_overlap,nonlinear,0.0,10,0.7,gaussian
CBSO,LogisticRegression,2280.0,2340.0,2.1666666666666665,2.1666666666666665,0.5482456140350878,0.5273504273504274,0.0866042340719793,0.08645326568077834,0.47673101951348146,0.4783222556238747,0.0005480188118969947,0.0005352140600435315,0.832178428370125,0.832178428370125,0.9226882063678038,0.9226882063678038,0.5370003476403796,0.5370003476403796,ok,,0.49532967032967035,0.48764891190444826,0.6343415407146414,0.75477277479092,smote_variants,729,nonlinear__low_ir__high_overlap__flip0.0__f10__corr0.7__distgaussian,nonlinear,low_ir,high_overlap,nonlinear,0.0,10,0.7,gaussian
CBSO,RandomForest,2280.0,2340.0,2.1666666666666665,2.1666666666666665,0.5482456140350878,0.5273504273504274,0.0866042340719793,0.08645326568077834,0.47673101951348146,0.4783222556238747,0.0005480188118969947,0.0005352140600435315,0.832178428370125,0.832178428370125,0.9226882063678038,0.9226882063678038,0.5370003476403796,0.5370003476403796,ok,,0.6647741147741147,0.67549850836269,0.7682577201806613,0.8999949123307995,smote_variants,729,nonlinear__low_ir__high_overlap__flip0.0__f10__corr0.7__distgaussian,nonlinear,low_ir,high_overlap,nonlinear,0.0,10,0.7,gaussian
AHC,LogisticRegression,2280.0,2219.0,2.1666666666666665,1.844871794871795,0.5482456140350878,0.17845876520955387,0.0866042340719793,0.0007064047030071943,0.47673101951348146,0.0028677148303271464,0.0005480188118969947,2.641524714419753e-05,0.832178428370125,0.8620693556606787,0.9226882063678038,0.9735492933678683,0.5370003476403796,0.6275497210624253,ok,,0.25245726495726495,0.12751087879073653,0.4354998721181745,,smote_variants,729,nonlinear__low_ir__high_overlap__flip0.0__f10__corr0.7__distgaussian,nonlinear,low_ir,high_overlap,nonlinear,0.0,10,0.7,gaussian
AHC,RandomForest,2280.0,2219.0,2.1666666666666665,1.844871794871795,0.5482456140350878,0.17845876520955387,0.0866042340719793,0.0007064047030071943,0.47673101951348146,0.0028677148303271464,0.0005480188118969947,2.641524714419753e-05,0.832178428370125,0.8620693556606787,0.9226882063678038,0.9735492933678683,0.5370003476403796,0.6275497210624253,ok,,0.41688034188034184,0.3342676896690143,0.5885083263525512,,smote_variants,729,nonlinear__low_ir__high_overlap__flip0.0__f10__corr0.7__distgaussian,nonlinear,low_ir,high_overlap,nonlinear,0.0,10,0.7,gaussian
DBSMOTE,LogisticRegression,2280.0,2340.0,2.1666666666666665,2.1666666666666665,0.5482456140350878,0.5294871794871795,0.0866042340719793,0.08657943644393176,0.47673101951348146,0.47986796277352134,0.0005480188118969947,0.0005094162070995064,0.832178428370125,0.832178428370125,0.9226882063678038,0.9226882063678038,0.5370003476403796,0.5370003476403796,ok,,0.4927655677655678,0.48475823678463237,0.6321981087693815,0.7554700384516917,smote_variants,729,nonlinear__low_ir__high_overlap__flip0.0__f10__corr0.7__distgaussian,nonlinear,low_ir,high_overlap,nonlinear,0.0,10,0.7,gaussian
DBSMOTE,RandomForest,2280.0,2340.0,2.1666666666666665,2.1666666666666665,0.5482456140350878,0.5294871794871795,0.0866042340719793,0.08657943644393176,0.47673101951348146,0.47986796277352134,0.0005480188118969947,0.0005094162070995064,0.832178428370125,0.832178428370125,0.9226882063678038,0.9226882063678038,0.5370003476403796,0.5370003476403796,ok,,0.6523046398046398,0.6621408446588526,0.7586564903253551,0.8981997931765069,smote_variants,729,nonlinear__low_ir__high_overlap__flip0.0__f10__corr0.7__distgaussian,nonlinear,low_ir,high_overlap,nonlinear,0.0,10,0.7,gaussian
MWMOTE,LogisticRegression,2280.0,2340.0,2.1666666666666665,2.1666666666666665,0.5482456140350878,0.5230769230769231,0.0866042340719793,0.08659909280077961,0.47673101951348146,0.4794715856696369,0.0005480188118969947,0.0005382176911843658,0.832178428370125,0.832178428370125,0.9226882063678038,0.9226882063678038,0.5370003476403796,0.5370003476403796,ok,,0.4913766788766789,0.4838954559047272,0.6313065362135607,0.7542419857024697,smote_variants,729,nonlinear__low_ir__high_overlap__flip0.0__f10__corr0.7__distgaussian,nonlinear,low_ir,high_overlap,nonlinear,0.0,10,0.7,gaussian
MWMOTE,RandomForest,2280.0,2340.0,2.1666666666666665,2.1666666666666665,0.5482456140350878,0.5230769230769231,0.0866042340719793,0.08659909280077961,0.47673101951348146,0.4794715856696369,0.0005480188118969947,0.0005382176911843658,0.832178428370125,0.832178428370125,0.9226882063678038,0.9226882063678038,0.5370003476403796,0.5370003476403796,ok,,0.6468406593406594,0.6581916330249387,0.7551063017663255,0.8995076617006053,smote_variants,729,nonlinear__low_ir__high_overlap__flip0.0__f10__corr0.7__distgaussian,nonlinear,low_ir,high_overlap,nonlinear,0.0,10,0.7,gaussian
SMOTE,LogisticRegression,2280.0,3120.0,2.1666666666666665,1.0,0.5482456140350878,0.2878205128205128,0.0866042340719793,0.12387314175165118,0.47673101951348146,0.6245239771168065,0.0005480188118969947,0.0009339107182404504,0.832178428370125,0.832178428370125,0.9226882063678038,0.9226882063678038,0.5370003476403796,0.5370003476403796,ok,,0.49674908424908426,0.45877152492366496,0.634688512056891,0.7558410705259495,imbalanced_learn,729,nonlinear__low_ir__high_overlap__flip0.0__f10__corr0.7__distgaussian,nonlinear,low_ir,high_overlap,nonlinear,0.0,10,0.7,gaussian
SMOTE,RandomForest,2280.0,3120.0,2.1666666666666665,1.0,0.5482456140350878,0.2878205128205128,0.0866042340719793,0.12387314175165118,0.47673101951348146,0.6245239771168065,0.0005480188118969947,0.0009339107182404504,0.832178428370125,0.832178428370125,0.9226882063678038,0.9226882063678038,0.5370003476403796,0.5370003476403796,ok,,0.6825702075702076,0.6740595432057611,0.7785740825522968,0.8998418970814133,imbalanced_learn,729,nonlinear__low_ir__high_overlap__flip0.0__f10__corr0.7__distgaussian,nonlinear,low_ir,high_overlap,nonlinear,0.0,10,0.7,gaussian
BorderlineSMOTE,LogisticRegression,2280.0,3120.0,2.1666666666666665,1.0,0.5482456140350878,0.29134615384615387,0.0866042340719793,0.11000948985046868,0.47673101951348146,0.5924670428961457,0.0005480188118969947,0.000893970963273098,0.832178428370125,0.832178428370125,0.9226882063678038,0.9226882063678038,0.5370003476403796,0.5370003476403796,ok,,0.49455128205128207,0.45349405067300663,0.6330804351996124,0.7550563683255216,imbalanced_learn,729,nonlinear__low_ir__high_overlap__flip0.0__f10__corr0.7__distgaussian,nonlinear,low_ir,high_overlap,nonlinear,0.0,10,0.7,gaussian
