sampler,model,n_train_before,n_train_after,ir_before,ir_after,n3_before,n3_after,f1_fisher_mean_before,f1_fisher_mean_after,f1_fisher_max_before,f1_fisher_max_after,f1_fisher_min_before,f1_fisher_min_after,f2_overlap_mean_before,f2_overlap_mean_after,f2_overlap_max_before,f2_overlap_max_after,f2_overlap_min_before,f2_overlap_min_after,status,error,balanced_accuracy,f1_macro,gmean_macro,auc_roc_ovr_macro,group,dataset_id,dataset_name,dataset_type,ir_level,overlap_level,cluster_level,flip_y,n_features,noise_correlation,noise_distribution
NoSampler,LogisticRegression,2040,2040,3.4344262295081966,3.4344262295081966,0.611764705882353,0.611764705882353,0.06756837548983283,0.06756837548983283,0.3918683822603455,0.3918683822603455,0.00041949954564825676,0.00041949954564825676,0.7621185450895941,0.7621185450895941,0.8588462591988698,0.8588462591988698,0.555861834331955,0.555861834331955,ok,,0.4663546289165169,0.4492588386219796,0.608970784621624,0.7461147061511121,baseline,915,nonlinear__medium_ir__low_overlap__flip0.01__f10__corr0.0__distgamma,nonlinear,medium_ir,low_overlap,nonlinear,0.01,10,0.0,gamma
NoSampler,RandomForest,2040,2040,3.4344262295081966,3.4344262295081966,0.611764705882353,0.611764705882353,0.06756837548983283,0.06756837548983283,0.3918683822603455,0.3918683822603455,0.00041949954564825676,0.00041949954564825676,0.7621185450895941,0.7621185450895941,0.8588462591988698,0.8588462591988698,0.555861834331955,0.555861834331955,ok,,0.8093107052481021,0.8350797296731745,0.879479107569025,0.98105365868832,baseline,915,nonlinear__medium_ir__low_overlap__flip0.01__f10__corr0.0__distgamma,nonlinear,medium_ir,low_overlap,nonlinear,0.01,10,0.0,gamma
distance_SMOTE,LogisticRegression,2040,2280,3.4344262295081966,3.4344262295081966,0.611764705882353,0.48947368421052634,0.06756837548983283,0.06785600989731584,0.3918683822603455,0.3996459252863719,0.00041949954564825676,0.0009392524477977752,0.7621185450895941,0.7621185450895941,0.8588462591988698,0.8588462591988698,0.555861834331955,0.555861834331955,ok,,0.4615740813507344,0.46768982824195904,0.6030170348742527,0.7432976094673718,smote_variants,915,nonlinear__medium_ir__low_overlap__flip0.01__f10__corr0.0__distgamma,nonlinear,medium_ir,low_overlap,nonlinear,0.01,10,0.0,gamma
distance_SMOTE,RandomForest,2040,2280,3.4344262295081966,3.4344262295081966,0.611764705882353,0.48947368421052634,0.06756837548983283,0.06785600989731584,0.3918683822603455,0.3996459252863719,0.00041949954564825676,0.0009392524477977752,0.7621185450895941,0.7621185450895941,0.8588462591988698,0.8588462591988698,0.555861834331955,0.555861834331955,ok,,0.8214756805278314,0.8497535205620068,0.8871115596821818,0.9822232009994257,smote_variants,915,nonlinear__medium_ir__low_overlap__flip0.01__f10__corr0.0__distgamma,nonlinear,medium_ir,low_overlap,nonlinear,0.01,10,0.0,gamma
cluster_SMOTE,LogisticRegression,2040,2280,3.4344262295081966,3.4344262295081966,0.611764705882353,0.4885964912280702,0.06756837548983283,0.06812429438963027,0.3918683822603455,0.398383809872736,0.00041949954564825676,0.00011936764537493441,0.7621185450895941,0.7621185450895941,0.8588462591988698,0.8588462591988698,0.555861834331955,0.555861834331955,ok,,0.46103077678058424,0.46795921207127356,0.6028461118963323,0.7411602288095462,smote_variants,915,nonlinear__medium_ir__low_overlap__flip0.01__f10__corr0.0__distgamma,nonlinear,medium_ir,low_overlap,nonlinear,0.01,10,0.0,gamma
cluster_SMOTE,RandomForest,2040,2280,3.4344262295081966,3.4344262295081966,0.611764705882353,0.4885964912280702,0.06756837548983283,0.06812429438963027,0.3918683822603455,0.398383809872736,0.00041949954564825676,0.00011936764537493441,0.7621185450895941,0.7621185450895941,0.8588462591988698,0.8588462591988698,0.555861834331955,0.555861834331955,ok,,0.817110601162752,0.846925129482186,0.8842565994589842,0.9814167438464074,smote_variants,915,nonlinear__medium_ir__low_overlap__flip0.01__f10__corr0.0__distgamma,nonlinear,medium_ir,low_overlap,nonlinear,0.01,10,0.0,gamma
CBSO,LogisticRegression,2040,2280,3.4344262295081966,3.4344262295081966,0.611764705882353,0.5214912280701754,0.06756837548983283,0.06725558147326058,0.3918683822603455,0.3933681734827419,0.00041949954564825676,0.0008813863571914595,0.7621185450895941,0.7621185450895941,0.8588462591988698,0.8588462591988698,0.555861834331955,0.555861834331955,ok,,0.4837616812228981,0.49169417223964573,0.6221131198209875,0.7452709907765784,smote_variants,915,nonlinear__medium_ir__low_overlap__flip0.01__f10__corr0.0__distgamma,nonlinear,medium_ir,low_overlap,nonlinear,0.01,10,0.0,gamma
CBSO,RandomForest,2040,2280,3.4344262295081966,3.4344262295081966,0.611764705882353,0.5214912280701754,0.06756837548983283,0.06725558147326058,0.3918683822603455,0.3933681734827419,0.00041949954564825676,0.0008813863571914595,0.7621185450895941,0.7621185450895941,0.8588462591988698,0.8588462591988698,0.555861834331955,0.555861834331955,ok,,0.8116916576290545,0.8412332428058971,0.8811303626337608,0.9812673728039248,smote_variants,915,nonlinear__medium_ir__low_overlap__flip0.01__f10__corr0.0__distgamma,nonlinear,medium_ir,low_overlap,nonlinear,0.01,10,0.0,gamma
AHC,LogisticRegression,2040,2033,3.4344262295081966,1.4260143198090691,0.611764705882353,0.21741269060501722,0.06756837548983283,0.0009565683856332871,0.3918683822603455,0.005582403463698238,0.00041949954564825676,2.897339836055451e-05,0.7621185450895941,0.8440682609860767,0.8588462591988698,0.9352563489149961,0.555861834331955,0.6850149392340126,ok,,0.2482662192393736,0.12700259279475984,0.43122162043240553,,smote_variants,915,nonlinear__medium_ir__low_overlap__flip0.01__f10__corr0.0__distgamma,nonlinear,medium_ir,low_overlap,nonlinear,0.01,10,0.0,gamma
AHC,RandomForest,2040,2033,3.4344262295081966,1.4260143198090691,0.611764705882353,0.21741269060501722,0.06756837548983283,0.0009565683856332871,0.3918683822603455,0.005582403463698238,0.00041949954564825676,2.897339836055451e-05,0.7621185450895941,0.8440682609860767,0.8588462591988698,0.9352563489149961,0.555861834331955,0.6850149392340126,ok,,0.493775966762544,0.41508967223252935,0.6575941879641738,,smote_variants,915,nonlinear__medium_ir__low_overlap__flip0.01__f10__corr0.0__distgamma,nonlinear,medium_ir,low_overlap,nonlinear,0.01,10,0.0,gamma
