dataset,Baseline_balanced_accuracy,Baseline_f1_macro,Baseline_g_mean,RandomOverSampler_balanced_accuracy,RandomOverSampler_f1_macro,RandomOverSampler_g_mean,SMOTE_balanced_accuracy,SMOTE_f1_macro,SMOTE_g_mean,BorderlineSMOTE_balanced_accuracy,BorderlineSMOTE_f1_macro,BorderlineSMOTE_g_mean,SVMSMOTE_balanced_accuracy,SVMSMOTE_f1_macro,SVMSMOTE_g_mean,ADASYN_balanced_accuracy,ADASYN_f1_macro,ADASYN_g_mean,KMeansSMOTE_balanced_accuracy,KMeansSMOTE_f1_macro,KMeansSMOTE_g_mean,SMOTEENN_balanced_accuracy,SMOTEENN_f1_macro,SMOTEENN_g_mean,SMOTETomek_balanced_accuracy,SMOTETomek_f1_macro,SMOTETomek_g_mean,distance_SMOTE_balanced_accuracy,distance_SMOTE_f1_macro,distance_SMOTE_g_mean,cluster_SMOTE_balanced_accuracy,cluster_SMOTE_f1_macro,cluster_SMOTE_g_mean,CBSO_balanced_accuracy,CBSO_f1_macro,CBSO_g_mean,DBSMOTE_balanced_accuracy,DBSMOTE_f1_macro,DBSMOTE_g_mean,MWMOTE_balanced_accuracy,MWMOTE_f1_macro,MWMOTE_g_mean,AHC_balanced_accuracy,AHC_f1_macro,AHC_g_mean
openml_44072_phoneme,0.8882705394520167,0.8879043065531911,0.8867593150413088,0.8914251135845088,0.8910261671504145,0.8897300413358921,0.8898478265182628,0.8894652555354408,0.888245920133636,0.8945747276947801,0.8941848289721416,0.8928853295099367,0.892997440628534,0.8926233910915711,0.8914008973453571,,,,0.8945598476281174,0.8942826401882512,0.8934017997447484,0.8583814455488761,0.8575523429710867,0.8553381071732298,0.8898428664960419,0.8895004275798978,0.8884245922171375,0.8898478265182628,0.8894652555354408,0.888245920133636,0.8882705394520167,0.8879043065531911,0.8867593150413088,0.8914251135845088,0.8910261671504145,0.8897300413358921,0.8898527865404837,0.8894278606965174,0.8880560416567349,0.8882705394520167,0.8879043065531911,0.8867593150413088,0.8913457532289745,0.8913375047430565,0.8913341232415632
openml_44266_anneal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9896907216494846,0.9888392857142858,0.9896370260347827,0.9896907216494846,0.9888392857142858,0.9896370260347827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
openml_44353_credit_seed_0_nrows_2000_nclas,0.7525,0.7523126864691423,0.7519973404208289,0.7525,0.7523126864691423,0.7519973404208289,0.7525,0.7523126864691423,0.7519973404208289,0.7525,0.7523126864691423,0.7519973404208289,0.7525,0.7523126864691423,0.7519973404208289,0.7525,0.7523126864691423,0.7519973404208289,0.7525,0.7523126864691423,0.7519973404208289,0.7450000000000001,0.744078683259735,0.7425799620242928,0.755,0.7545028683083244,0.7536577472566709,0.7525,0.7523126864691423,0.7519973404208289,0.7525,0.7523126864691423,0.7519973404208289,0.7525,0.7523126864691423,0.7519973404208289,0.7525,0.7523126864691423,0.7519973404208289,0.7525,0.7523126864691423,0.7519973404208289,0.7625,0.7624985156157226,0.76249590162833
openml_44364_california_seed_2_nrows_2000_n,0.865,0.8647836538461539,0.8640746495529191,0.865,0.8647836538461539,0.8640746495529191,0.865,0.8647836538461539,0.8640746495529191,0.865,0.8647836538461539,0.8640746495529191,0.865,0.8647836538461539,0.8640746495529191,0.865,0.8647836538461539,0.8640746495529191,0.865,0.8647836538461539,0.8640746495529191,0.8275,0.8267104494854682,0.8247423840206104,0.86,0.859873886497848,0.8594765849050223,0.865,0.8647836538461539,0.8640746495529191,0.865,0.8647836538461539,0.8640746495529191,0.865,0.8647836538461539,0.8640746495529191,0.865,0.8647836538461539,0.8640746495529191,0.865,0.8647836538461539,0.8640746495529191,0.8625,0.8624578777250533,0.862322445492404
openml_44368_wine_seed_1_nrows_2000_nclasse,0.79,0.7895738871214208,0.7887173131103437,0.79,0.7895738871214208,0.7887173131103437,0.79,0.7895738871214208,0.7887173131103437,0.79,0.7895738871214208,0.7887173131103437,0.79,0.7895738871214208,0.7887173131103437,0.79,0.7895738871214208,0.7887173131103437,0.79,0.7895738871214208,0.7887173131103437,0.7450000000000001,0.744078683259735,0.7425799620242928,0.77,0.7694235588972431,0.7683749084919418,0.79,0.7895738871214208,0.7887173131103437,0.79,0.7895738871214208,0.7887173131103437,0.79,0.7895738871214208,0.7887173131103437,0.79,0.7895738871214208,0.7887173131103437,0.79,0.7895738871214208,0.7887173131103437,0.77,0.7663492063492063,0.7597861541249616
openml_44376_electricity_seed_4_nrows_2000_,0.8025,0.8024888900000625,0.8024649525057154,0.8025,0.8024888900000625,0.8024649525057154,0.8025,0.8024888900000625,0.8024649525057154,0.8025,0.8024888900000625,0.8024649525057154,0.8025,0.8024888900000625,0.8024649525057154,0.8025,0.8024888900000625,0.8024649525057154,0.8025,0.8024888900000625,0.8024649525057154,0.78,0.7797301694575856,0.7792143479171825,0.8,0.7999799979998,0.799937497558403,0.8025,0.8024888900000625,0.8024649525057154,0.8025,0.8024888900000625,0.8024649525057154,0.8025,0.8024888900000625,0.8024649525057154,0.8025,0.8024888900000625,0.8024649525057154,0.8025,0.8024888900000625,0.8024649525057154,0.7975,0.7965731363525062,0.794638282490845
openml_44382_pol_seed_0_nrows_2000_nclasses,0.9775,0.9774998593741211,0.9774968030638259,0.9775,0.9774998593741211,0.9774968030638259,0.9775,0.9774998593741211,0.9774968030638259,0.9775,0.9774998593741211,0.9774968030638259,0.9775,0.9774998593741211,0.9774968030638259,0.9775,0.9774998593741211,0.9774968030638259,0.9775,0.9774998593741211,0.9774968030638259,0.9575,0.9574933583372403,0.9574184038339768,0.9775,0.9774964838255977,0.9774200734586946,0.9775,0.9774998593741211,0.9774968030638259,0.9775,0.9774998593741211,0.9774968030638259,0.9775,0.9774998593741211,0.9774968030638259,0.9775,0.9774998593741211,0.9774968030638259,0.9775,0.9774998593741211,0.9774968030638259,0.98,0.9799979997999799,0.9799489782636644
openml_44386_pol_seed_4_nrows_2000_nclasses,0.9624999999999999,0.9624885121068327,0.9623408959407264,0.9624999999999999,0.9624885121068327,0.9623408959407264,0.9624999999999999,0.9624885121068327,0.9623408959407264,0.9624999999999999,0.9624885121068327,0.9623408959407264,0.9624999999999999,0.9624885121068327,0.9623408959407264,0.9624999999999999,0.9624885121068327,0.9623408959407264,0.9624999999999999,0.9624885121068327,0.9623408959407264,0.9450000000000001,0.9449325423643964,0.944351629426243,0.9475,0.9474602668267877,0.9471008394041259,0.9624999999999999,0.9624885121068327,0.9623408959407264,0.9624999999999999,0.9624885121068327,0.9623408959407264,0.9624999999999999,0.9624885121068327,0.9623408959407264,0.9624999999999999,0.9624885121068327,0.9623408959407264,0.9624999999999999,0.9624885121068327,0.9623408959407264,0.965,0.9649964996499649,0.9649481851374196
openml_44415_MiniBooNE_seed_3_nrows_2000_nc,0.885,0.8848157051282051,0.8840955830678038,0.885,0.8848157051282051,0.8840955830678038,0.885,0.8848157051282051,0.8840955830678038,0.885,0.8848157051282051,0.8840955830678038,0.885,0.8848157051282051,0.8840955830678038,0.885,0.8848157051282051,0.8840955830678038,0.885,0.8848157051282051,0.8840955830678038,0.8574999999999999,0.8572993271788452,0.8566796367370944,0.8899999999999999,0.8897243107769424,0.8885943956609224,0.885,0.8848157051282051,0.8840955830678038,0.885,0.8848157051282051,0.8840955830678038,0.885,0.8848157051282051,0.8840955830678038,0.885,0.8848157051282051,0.8840955830678038,0.885,0.8848157051282051,0.8840955830678038,0.8674999999999999,0.866356512913617,0.862554346113913
openml_44443_covertype_seed_0_nrows_2000_nc,0.7825,0.7823898348538947,0.7821764506810468,0.7825,0.7823898348538947,0.7821764506810468,0.7825,0.7823898348538947,0.7821764506810468,0.7825,0.7823898348538947,0.7821764506810468,0.7825,0.7823898348538947,0.7821764506810468,0.7825,0.7823898348538947,0.7821764506810468,0.7825,0.7823898348538947,0.7821764506810468,0.7575000000000001,0.7574621034536646,0.7573968576644612,0.7775000000000001,0.7774652289420222,0.7773995111909964,0.7825,0.7823898348538947,0.7821764506810468,0.7825,0.7823898348538947,0.7821764506810468,0.7825,0.7823898348538947,0.7821764506810468,0.7825,0.7823898348538947,0.7821764506810468,0.7825,0.7823898348538947,0.7821764506810468,0.775,0.7727272727272727,0.7685213074469699
openml_44453_road-safety_seed_0_nrows_2000_,0.7375,0.7374852335443869,0.7374618634207467,0.7375,0.7374852335443869,0.7374618634207467,0.7375,0.7374852335443869,0.7374618634207467,0.7375,0.7374852335443869,0.7374618634207467,0.7375,0.7374852335443869,0.7374618634207467,0.7375,0.7374852335443869,0.7374618634207467,0.7375,0.7374852335443869,0.7374618634207467,0.74,0.7390606182256123,0.737563556583431,0.7375,0.7374589779653071,0.7373940601876313,0.7375,0.7374852335443869,0.7374618634207467,0.7375,0.7374852335443869,0.7374618634207467,0.7375,0.7374852335443869,0.7374618634207467,0.7375,0.7374852335443869,0.7374618634207467,0.7375,0.7374852335443869,0.7374618634207467,0.7375,0.736298510086582,0.734404520683254
openml_44454_road-safety_seed_1_nrows_2000_,0.6975,0.6973467818082905,0.697137002317335,0.6975,0.6973467818082905,0.697137002317335,0.6975,0.6973467818082905,0.697137002317335,0.6975,0.6973467818082905,0.697137002317335,0.6975,0.6973467818082905,0.697137002317335,0.6975,0.6973467818082905,0.697137002317335,0.6975,0.6973467818082905,0.697137002317335,0.6699999999999999,0.6698679471788715,0.6697014260101288,0.6875,0.6874042675569393,0.6872772366374431,0.6975,0.6973467818082905,0.697137002317335,0.6975,0.6973467818082905,0.697137002317335,0.6975,0.6973467818082905,0.697137002317335,0.6975,0.6973467818082905,0.697137002317335,0.6975,0.6973467818082905,0.697137002317335,0.705,0.7013867800384654,0.69636556491544
openml_44472_yeast_seed_4_nrows_2000_nclass,0.5816346805664001,0.5933183725417359,0.0,0.5617011416969888,0.5789112325351907,0.0,,,,,,,,,,,,,0.5523401811337187,0.5654712359252001,0.0,,,,,,,0.5605028670007638,0.5603575158623447,0.0,0.5628913361418586,0.5632595946557797,0.0,0.525745160779991,0.5408447449536125,0.0,0.5685096465442891,0.5808693041062983,0.0,0.5498642698514764,0.5583583753781076,0.0,0.5664331920565175,0.5588576334045656,0.0
openml_44492_wilt_seed_4_nrows_2000_nclasse,0.7018999518999519,0.7629489154912883,0.637907835761881,0.7661135161135161,0.7978368543414536,0.7336481024575325,0.8356180856180856,0.8586072817249912,0.8213423005076352,0.746031746031746,0.796393251890634,0.7042952122737639,0.7447089947089947,0.7874676773759343,0.7033555251144294,0.8128908128908129,0.8421052631578947,0.7934920476158722,0.7888407888407889,0.8157894736842106,0.7636051552293457,0.8089225589225589,0.8156738656262481,0.7903031852264829,0.8342953342953343,0.8492272898605353,0.8202435143293867,0.7687590187590188,0.8158053203924764,0.7356123579206246,0.7914862914862915,0.8342312474098632,0.7656496171352378,0.7901635401635402,0.8247919404292597,0.7646280694926683,0.7674362674362674,0.8066031219781737,0.7346308866924529,0.7914862914862915,0.8342312474098632,0.7656496171352378,0.7473544973544973,0.8057889822595705,0.7052336473499384
openml_44508_APSFailure_seed_0_nrows_2000_n,0.5714285714285714,0.6212121212121212,0.3779644730092272,0.5701563067975282,0.6066863323500491,0.377483295891149,0.6390403489640131,0.6615905245346869,0.5324784133018889,0.6390403489640131,0.6615905245346869,0.5324784133018889,0.926026899309342,0.8980891719745223,0.9234613186156094,0.6390403489640131,0.6615905245346869,0.5324784133018889,0.5714285714285714,0.6212121212121212,0.3779644730092272,0.9183933115230825,0.7799376490005501,0.916348545308252,0.6390403489640131,0.6615905245346869,0.5324784133018889,0.7857142857142857,0.861735222951953,0.7559289460184544,0.6415848782260996,0.6962025316455696,0.533841996618559,0.6390403489640131,0.6615905245346869,0.5324784133018889,0.49872773536895676,0.494949494949495,0.0,0.5688840421664849,0.5949367088607594,0.37700150463432724,0.5,0.49558638083228246,0.0
openml_44567_philippine_seed_4_nrows_2000_n,0.6925,0.6901275389702409,0.6869497798238238,0.6925,0.6901275389702409,0.6869497798238238,0.6925,0.6901275389702409,0.6869497798238238,0.6925,0.6901275389702409,0.6869497798238238,0.6925,0.6901275389702409,0.6869497798238238,0.6925,0.6901275389702409,0.6869497798238238,0.6925,0.6901275389702409,0.6869497798238238,0.6499999999999999,0.638942617666022,0.6259992012774457,0.69,0.6874684948079444,0.6841052550594827,0.6925,0.6901275389702409,0.6869497798238238,0.6925,0.6901275389702409,0.6869497798238238,0.6925,0.6901275389702409,0.6869497798238238,0.6925,0.6901275389702409,0.6869497798238238,0.6925,0.6901275389702409,0.6869497798238238,0.6799999999999999,0.6736026111791106,0.665432190384565
openml_44568_ada_seed_0_nrows_2000_nclasses,0.7850263431658782,0.7968547511470702,0.772701116649683,0.8171247357293869,0.8160519736787097,0.8121695945534557,0.8239034866941843,0.8184683681131437,0.8203509024851264,0.7919393268230477,0.7919393268230477,0.7849382510672563,0.8021074532702439,0.7960257928674825,0.7975978230443448,0.8155978388536529,0.8050935550935552,0.8127478570649881,0.8037685828383503,0.7986649173618503,0.799090056010388,0.7992550085573341,0.7644287396937574,0.7991740425633563,0.7970569482197389,0.7920637671114192,0.791961018680359,0.7952615859592604,0.7972699013380187,0.7878400659583003,0.8205141112117856,0.8172742298524074,0.816291054058377,0.8221752407798919,0.8200000000000001,0.8177902124454224,0.7850263431658782,0.7968547511470702,0.772701116649683,0.8086848551964831,0.8107852412488175,0.8022753641517542,0.7918722104768616,0.7958558742472186,0.7834618969963391
openml_44582_Diabetes130US_seed_4_nrows_200,0.36943521594684386,0.33712829226847923,0.0,0.3903531438415159,0.37559795485721414,0.18810989076104012,0.4137073951027439,0.4053525781407014,0.24676071968108543,0.4023686477174849,0.38802139037433153,0.19441937485508604,0.38399778516057587,0.3639393383477038,0.0,0.39839424141749724,0.37787181680397364,0.0,0.38834748369632094,0.3795888809720069,0.23268440540802543,0.31468561584840654,0.21757087786073293,0.25609482181294274,0.3860772732865756,0.3776365700048185,0.23262075341228022,0.38117386489479516,0.3577245995258491,0.0,0.40577703949796967,0.40118424636496924,0.2690969245469878,0.3931093884582257,0.3843054805151381,0.2355222997964853,0.38082933431770644,0.36547553887455364,0.18352000121501455,0.3886489479512735,0.3710651546864099,0.0,0.37392026578073095,0.2795906794514898,0.0
openml_44594_blood-transfusion-service-cent,0.635233918128655,0.6299342105263158,0.6139619839524199,0.6096491228070176,0.5924798956748533,0.599707531057446,0.6271929824561404,0.614007607965988,0.6141603882180455,0.6089181286549707,0.5972253300514656,0.593376370079902,0.6359649122807017,0.625,0.6212607441973955,0.60453216374269,0.5919160513019821,0.5898755939808571,0.6154970760233918,0.6196754563894523,0.5722633835193014,0.7127192982456141,0.655,0.7117435966472906,0.6133040935672515,0.6025706071368171,0.5968566132364896,0.597953216374269,0.597953216374269,0.5602143839151392,0.6578947368421053,0.6533333333333333,0.6386663736585051,0.6440058479532164,0.6412341545084908,0.6206721502763395,0.6557017543859649,0.6301457975986278,0.651695943166122,0.6578947368421053,0.6533333333333333,0.6386663736585051,0.6535087719298245,0.6475563909774436,0.6352234031660235
openml_44603_cnae-9_seed_0_nrows_2000_nclas,0.4861111111111111,0.5043187639678868,0.0,0.4861111111111111,0.5043187639678868,0.0,0.4861111111111111,0.5043187639678868,0.0,0.4861111111111111,0.5043187639678868,0.0,0.4861111111111111,0.5043187639678868,0.0,0.4861111111111111,0.5043187639678868,0.0,0.4861111111111111,0.5043187639678868,0.0,0.3796296296296296,0.35472832074012506,0.0,0.4861111111111111,0.5024025540065367,0.0,0.4861111111111111,0.5043187639678868,0.0,0.4861111111111111,0.5043187639678868,0.0,0.4861111111111111,0.5043187639678868,0.0,0.4861111111111111,0.5043187639678868,0.0,0.4861111111111111,0.5043187639678868,0.0,0.4861111111111111,0.4990217892595864,0.0
openml_44617_cmc_seed_4_nrows_2000_nclasses,0.5065754328265303,0.5082122363812505,0.4953731726764947,0.5163793543951577,0.5173091504988219,0.5045488288833668,0.5085891736462412,0.510011577835911,0.5017290363417213,0.5040762573686192,0.5044406307602521,0.4963571518485792,0.49707810155571347,0.4985216688349643,0.4891445273619644,,,,0.5210478884754566,0.5222145919637643,0.5077972488948029,0.5416800219258516,0.5277632792702082,0.5400176145080855,0.5065661422114451,0.5065505804311775,0.5003968587178685,0.4955265688364898,0.497254509852935,0.483289005245818,0.5028452508698339,0.5042950325148975,0.49053843998626095,0.5035908227304188,0.5021451592441125,0.5002824299787502,0.5162190912849386,0.517711154983984,0.5049499592285142,0.485260439167375,0.4859141190937093,0.47280059774043953,0.47778149402381187,0.4616109726045529,0.45521121290739136
openml_44656_Bioresponse_seed_3_nrows_2000_,0.7550930472665005,0.7554072028796389,0.754561894339031,0.7568054191533833,0.7562186241431524,0.756761302131802,0.7471607363199113,0.7463442811309027,0.7471500753689109,0.7650021404648586,0.7640029123044865,0.7650021400503957,0.7572335121251039,0.7563900521752234,0.7572270219099315,,,,0.7494648837853491,0.7487689679429204,0.7494384423670397,0.6613784593689406,0.6594551282051282,0.6611796049072862,0.7490367908136285,0.7485857950974231,0.7489510682625791,0.7458764574047494,0.7457696446438573,0.7456318532409951,0.7727707688046133,0.7716078431372548,0.7727642031116855,0.74630455037647,0.7459742578864303,0.7461720194646918,0.7481806048701871,0.7481806048701871,0.7478743601186147,0.7490367908136285,0.7485857950974231,0.7489510682625791,0.7612500314774244,0.7593984962406015,0.7611079664256718
openml_44660_churn_seed_2_nrows_2000_nclass,0.7719298245614035,0.8340143003064351,0.7374684055082,0.840673111349803,0.8673740053050398,0.8291157144114418,0.8831006086645183,0.8748607826206655,0.8798170561392527,0.8918725384890798,0.8807097768278742,0.8893288683151008,0.8757864047874789,0.8730561726436052,0.8715227714048456,0.8524116413482686,0.8448273704496252,0.8467565016374639,0.840673111349803,0.8673740053050398,0.8291157144114418,0.8715155235026342,0.7989191906497424,0.8714347343551332,0.8816428827169965,0.8707689248968637,0.8784789305646219,0.783668354559869,0.8130285131517444,0.7609867365845701,0.8860160605595622,0.8832116788321168,0.88248722026367,0.8261214260140146,0.8101242712301756,0.8191858266893187,0.856759245051404,0.8759288478914646,0.8483255763950878,0.8407242596286635,0.8310055171728217,0.8342815943867787,0.7588102910337067,0.7946943144989808,0.727728850136334
openml_44678_sylvine_seed_0_nrows_2000_ncla,0.925,0.9249324391952758,0.9245133855169432,0.925,0.9249324391952758,0.9245133855169432,0.925,0.9249324391952758,0.9245133855169432,0.925,0.9249324391952758,0.9245133855169432,0.925,0.9249324391952758,0.9245133855169432,0.925,0.9249324391952758,0.9245133855169432,0.925,0.9249324391952758,0.9245133855169432,0.8999999999999999,0.8992722419480748,0.8959771202435919,0.925,0.9248798076923077,0.9241347304370722,0.925,0.9249324391952758,0.9245133855169432,0.925,0.9249324391952758,0.9245133855169432,0.925,0.9249324391952758,0.9245133855169432,0.925,0.9249324391952758,0.9245133855169432,0.925,0.9249324391952758,0.9245133855169432,0.9225,0.9223908621498983,0.921737489744233
openml_44681_sylvine_seed_3_nrows_2000_ncla,0.915,0.9147869674185464,0.9136328584283733,0.915,0.9147869674185464,0.9136328584283733,0.915,0.9147869674185464,0.9136328584283733,0.915,0.9147869674185464,0.9136328584283733,0.915,0.9147869674185464,0.9136328584283733,0.915,0.9147869674185464,0.9136328584283733,0.915,0.9147869674185464,0.9136328584283733,0.8975,0.8967975785187936,0.8937001734362593,0.9175,0.9172719808973483,0.9159967248849746,0.915,0.9147869674185464,0.9136328584283733,0.915,0.9147869674185464,0.9136328584283733,0.915,0.9147869674185464,0.9136328584283733,0.915,0.9147869674185464,0.9136328584283733,0.915,0.9147869674185464,0.9136328584283733,0.915,0.9146928944199116,0.913030667611992
openml_44700_Fashion-MNIST_seed_2_nrows_200,0.7675,0.7652775853501984,0.7384142561606013,0.7675,0.7652775853501984,0.7384142561606013,0.7675,0.7652775853501984,0.7384142561606013,0.7675,0.7652775853501984,0.7384142561606013,0.7675,0.7652775853501984,0.7384142561606013,0.7675,0.7652775853501984,0.7384142561606013,0.7675,0.7652775853501984,0.7384142561606013,0.75,0.7407155535120283,0.6968413865054615,0.7875,0.7849335093526467,0.7644936170438296,0.7675,0.7652775853501984,0.7384142561606013,0.7675,0.7652775853501984,0.7384142561606013,0.7675,0.7652775853501984,0.7384142561606013,0.7675,0.7652775853501984,0.7384142561606013,0.7675,0.7652775853501984,0.7384142561606013,0.7525000000000002,0.7438943577298909,0.6966251277401477
openml_44715_nomao_seed_2_nrows_2000_nclass,0.9290271132376395,0.9267734553775744,0.9286765806175796,0.9456815114709851,0.9421785010537207,0.9455485594471628,0.9343025395656974,0.9275165352903869,0.9342085823718675,0.9351920009814747,0.9250548972877367,0.9351765979172657,0.9518463992148203,0.9401895989712611,0.9518367137683544,0.9448227211385106,0.93673507813971,0.9448022059884715,0.9395472948104526,0.9360920274804282,0.9393652466520107,0.9404980983928353,0.9181860682561944,0.9401811638097872,0.9448227211385106,0.93673507813971,0.9448022059884715,0.935161329898172,0.9328756674294432,0.9348813773910909,0.9421850079744817,0.936417103799078,0.9421039266516408,0.9500981474665685,0.9373503680665876,0.9500789344035315,0.9132315053367686,0.9165217391304348,0.9121314629306546,0.9430437983069562,0.9418778057342133,0.9427873536016231,0.9246411483253589,0.923523428597649,0.924157446350963
openml_44777_sf-police-incidents_seed_4_nro,0.5,0.4673768308921438,0.0,0.4943019943019943,0.464524765729585,0.0,0.5030815745101459,0.48261134838316044,0.14183599221945484,0.5002325716611431,0.4805317465939411,0.14142546750251778,0.49572649572649574,0.46524064171123,0.0,0.5030815745101459,0.48261134838316044,0.14183599221945484,0.5249142391999535,0.5199692780337941,0.2460218990506518,0.5372114657828944,0.5240240760637253,0.46331807997861674,0.5030815745101459,0.48261134838316044,0.14183599221945484,0.49715099715099714,0.465954606141522,0.0,0.4928774928774929,0.46380697050938335,0.0,0.5030815745101459,0.48261134838316044,0.14183599221945484,0.5,0.4673768308921438,0.0,0.5149427292284435,0.5089487626801059,0.24352776759845657,0.4985754985754986,0.4666666666666667,0.0
openml_44788_KDDCup09-Upselling_seed_0_nrow,0.5,0.48119325551232167,0.0,0.5,0.48119325551232167,0.0,0.5072497444000372,0.5060177917320774,0.3069962169155889,0.5234222511385817,0.5251446035715188,0.31239832438318804,0.5115717074077516,0.5124113475177305,0.25652557815253296,0.5444279208104843,0.5395081109366824,0.39750125753813664,0.5183102518821452,0.5207520506282449,0.258330847280677,0.5724044985593457,0.5086052579237402,0.5388520741034515,0.5085974532949159,0.5074728260869565,0.3074500179274051,0.52370108746166,0.5282859934633917,0.259766029697806,0.5064597081513151,0.5026937422295897,0.18368232112122468,0.5735198438516591,0.5594968990900133,0.4675549992176629,0.49595687331536387,0.4791666666666667,0.0,0.560042754902872,0.5398272635175742,0.46054478221080797,0.5,0.48119325551232167,0.0
openml_44_spambase,0.9411712432240291,0.9439375286498869,0.940796102981245,0.9462661808702865,0.9475564468211527,0.9460970237687232,0.9404084836636156,0.9408325838365669,0.9402921950163414,0.9481915933528837,0.9477602738374731,0.9481507786158798,0.9436446577209041,0.9432176889537751,0.9435941794086925,0.9441926597351817,0.942270892096676,0.944190447512058,0.943030006812998,0.9451660597160065,0.942751439074505,0.9339361355490388,0.9360270696686743,0.9336056019575486,0.939445777422317,0.9407159833630422,0.939246774753783,0.9407565389970083,0.9428813122041736,0.9404654438330874,0.9448221215083386,0.9473970439239525,0.9444988945853157,0.9495690038212032,0.9489201690459552,0.9495400112710007,0.9415859474510501,0.9449957696710297,0.941116154310877,0.939031073195296,0.9396653057894757,0.9388919080219511,0.9422672472525845,0.9420543914730355,0.9422014197131618
openml_45020_default-of-credit-card-clients,0.7054298580909925,0.7033687387988734,0.700443511596084,0.7050530683396737,0.7029704455689785,0.7000188716591489,0.7046774134972444,0.7027222185407007,0.699952397059977,0.7069373008234899,0.7049973036028893,0.7022275892034097,0.7031694033103022,0.7010159062613255,0.6979844833531939,,,,0.7050553381574527,0.703263499853906,0.7007189036692876,0.7073047275764701,0.7040053513156824,0.6993246303895807,0.7043009074731481,0.7023614436771327,0.699617090503222,0.7065593761632816,0.7044498323723136,0.7014453383463514,0.703169970764747,0.7010927956183022,0.6981673821527082,0.7027940321950954,0.7008077268002961,0.6980121244678121,0.7046762785883549,0.7025720164609053,0.6995939739740776,0.703546193061621,0.7014146573517469,0.6984099539707934,0.7005114466910596,0.694369836932087,0.6859455583712963
openml_45462_timing-attack-dataset-16-micro,0.09906825464293152,0.09903763633233408,0.09687073017889576,0.0991546936314262,0.09878809600414783,0.09596463459600761,0.09129089209325617,0.0909996902977852,0.08840036797988332,0.10196977269093671,0.10190341957386462,0.09901461499458332,0.10138543017510515,0.10115933499241771,0.09933034921016694,,,,0.09865510975293748,0.09847186367886494,0.097116552750114,0.07609538060194704,0.062031488888617876,0.0,0.10093712575820289,0.10046435513474504,0.0991202121307317,0.10356858877524579,0.1030378672133268,0.10005004606934545,0.09457470699343355,0.09438594838799387,0.09316233073666981,0.10131468101890605,0.10144080152438732,0.0990505817079382,0.0973461974735618,0.09718797873307278,0.09516352400787972,0.09718227163318988,0.09712737461366748,0.09576730958093242,0.10008741397038777,0.09560987328454416,0.08116105124444835
openml_45495_timing-attack-dataset-15-micro,0.09391076722799435,0.09328614202231499,0.09023320358554231,0.09537963233670982,0.09488598625705467,0.09109822005720022,0.09758246639579665,0.09708120034963205,0.09464713496375708,0.09444699111630235,0.09390620473208337,0.09064612112829767,0.09494305980524281,0.09400929530179888,0.08918217419182964,,,,0.10056368370099945,0.09977127258595025,0.0960543810082132,0.09306684999895518,0.0707877178480048,0.0,0.09256638521278995,0.09244881871182255,0.08973110425178182,0.09726733784419249,0.09658303875061015,0.08983695032586586,0.09253987714477754,0.0922251430807254,0.08917648203495994,0.09635638597872713,0.09601995323004088,0.09220502162229981,0.092310993760248,0.09175209003972969,0.08745193741747594,0.09044852970669555,0.09021262371696627,0.08661922307993333,0.09474582774187837,0.08944881973440627,0.0
openml_45496_timing-attack-dataset-20-micro,0.10239149143040562,0.10158253734142,0.09753969819716454,0.11134141466533806,0.11111801052050904,0.10611956579328818,0.10640938418145743,0.10616530179226018,0.10347524790477076,0.10687680357353861,0.10676705267254233,0.10292372652081913,0.10885297763984864,0.10864825830609443,0.1055973632330026,,,,0.09941142759585561,0.09934105710482025,0.09736364671220361,0.09355163999111125,0.07400132030829841,0.0,0.09954976354011004,0.09889492338591171,0.09415759474228133,0.10282564792669623,0.10224570575206755,0.0973728654952369,0.11195652545162899,0.1118883040632901,0.11030001498588823,0.10137361167469577,0.10117060609345897,0.09739926598222086,0.11232954447835854,0.11216262446427291,0.10901163229041132,0.10233847401722197,0.10200410114649981,0.09800106741208699,0.10237649124281076,0.09735176577672512,0.0
openml_45504_timing-attack-dataset-20-micro,0.23458589381057038,0.2346375712906389,0.2342749230375708,0.23188583504678562,0.23178775775871918,0.23152900867541326,0.23006756469895787,0.22994300933254222,0.22964017120004315,0.2335184399213432,0.23335632814443502,0.2329513148058315,0.23372529028383784,0.23382814710320912,0.23352857366806054,,,,0.2361171007179525,0.23614740258825193,0.23574104632072856,0.09348708358557369,0.08371082864182364,0.07213104900801384,0.21268541083583115,0.21255628521695655,0.21193072131413127,0.22758068568178294,0.22759185078893945,0.22716347999858688,0.2323371628602162,0.23227687990823903,0.2316522374912586,0.2325859079038371,0.23254301173292735,0.2323344894915998,0.23454147940026635,0.23449704778539218,0.23399475996452476,0.22640112064721538,0.226371628866731,0.22618237995151574,0.23239565270971455,0.23412874820200746,0.23093690808410994
